kristal_subscription_id,skey,fund_id,fkey
,,17815.0,1|44615|1289635
,,17816.0,1|44616|1289637
,,17817.0,1|44617|1289638
,,17820.0,1|44631|1289631
,,17830.0,1|44661|1289644
,,17836.0,1|44685|1289650
,,17854.0,1|44702|1289651
,,17855.0,1|44703|1289648
,,17879.0,1|44770|1289659
,,17885.0,1|44784|1289661
,,17905.0,1|44811|1289662
,,17907.0,1|44820|1289617
,,17908.0,1|44821|1289618
,,17909.0,1|44822|1289619
,,17927.0,1|44881|1289694
,,17936.0,1|44917|1289697
,,17937.0,1|44918|1289698
,,17958.0,1|44949|1289701
,,17963.0,1|44961|1289702
,,17988.0,1|45002|1289714
,,17989.0,1|45014|1289716
,,17990.0,1|45015|1289715
,,17991.0,1|45016|1289717
,,17996.0,1|45019|1289720
,,17997.0,1|45022|1289713
,,18001.0,1|45029|1289722
,,18002.0,1|45030|1289721
,,18003.0,1|45031|1289723
,,18016.0,1|45057|1289733
,,18017.0,1|45058|1289734
,,18018.0,1|45059|1289735
,,18057.0,1|45203|1289745
,,18059.0,1|45220|1289747
,,18064.0,1|45229|1289746
,,18065.0,1|45230|1289748
,,18066.0,1|45232|1289749
,,18082.0,1|45274|1289754
,,18093.0,1|45286|1289759
,,18095.0,1|45299|1289761
,,18129.0,1|45357|1289775
,,18142.0,1|45363|1289787
,,18147.0,1|45378|1289786
,,18153.0,1|46647|1289801
,,18163.0,1|46663|1289809
,,18170.0,1|46670|1289811
,,18179.0,1|46671|1289810
,,18182.0,1|46704|1289802
,,18183.0,1|46705|1289803
,,18184.0,1|46706|1289804
,,18222.0,1|46817|1289991
,,18223.0,1|46826|1289992
,,18232.0,1|46827|1289994
,,18266.0,1|46840|1289982
,,18267.0,1|46841|1289997
,,18268.0,1|46842|1289998
,,18271.0,1|46845|1289999
,,18318.0,1|46894|1290027
,,18319.0,1|46895|1290028
,,18320.0,1|46897|1290023
,,18347.0,1|46919|1290050
,,18356.0,1|46920|1290040
,,18357.0,1|46921|1290041
,,18358.0,1|46922|1290042
,,18359.0,1|46923|1290043
,,18360.0,1|46924|1290044
,,18361.0,1|46925|1290045
,,18364.0,1|46939|1290057
,,18365.0,1|46940|1290058
,,18366.0,1|46941|1290059
,,18402.0,1|46975|1290062
,,18404.0,1|46978|1290063
,,18405.0,1|46979|1290064
,,18435.0,1|47014|1290072
,,18449.0,1|47034|1290077
,,18476.0,1|47054|1290079
,,18477.0,1|47055|1290080
,,18478.0,1|47056|1290081
,,18495.0,1|47078|1290084
,,18514.0,1|47108|1290085
,,18539.0,1|47144|1290093
,,18540.0,1|47160|1290097
,,18568.0,1|47174|1290099
,,18569.0,1|47175|1290100
,,18578.0,1|47188|1290105
,,18604.0,1|47236|1289465
,,18609.0,1|47247|1290110
,,18666.0,1|47311|1290128
,,18667.0,1|47312|1290129
,,18704.0,1|47375|1290159
,,18750.0,1|47417|1290184
,,18767.0,1|47437|1290189
,,18768.0,1|47438|1290190
,,18769.0,1|47443|1290191
,,18770.0,1|47450|1290203
,,18771.0,1|47451|1290204
,,18781.0,1|47474|1290205
,,18787.0,1|47481|1290206
,,18828.0,1|47529|1290216
,,18829.0,1|47530|1290160
,,18830.0,1|47532|1290218
,,18833.0,1|47539|1290218
,,18920.0,1|47665|1290267
,,18921.0,1|47666|1290268
,,18922.0,1|47667|1290269
,,18923.0,1|47668|1290270
,,18924.0,1|47669|1290271
,,18925.0,1|47670|1290272
,,18943.0,1|47712|1290280
,,18985.0,1|47737|1290281
,,18986.0,1|47738|1290282
,,18987.0,1|47739|1290283
,,18988.0,1|47740|1290284
,,18989.0,1|47741|1290285
,,18999.0,1|47742|1290295
,,19000.0,1|47743|1290132
,,19001.0,1|47744|1290133
,,19002.0,1|47745|1290296
,,19013.0,1|47753|1290304
,,19081.0,1|47819|1290326
,,19082.0,1|47820|1290327
,,19083.0,1|47821|1290328
,,19084.0,1|47822|1290329
,,19085.0,1|47823|1290330
,,19086.0,1|47824|1290331
,,19087.0,1|47825|1290332
,,19089.0,1|47830|1290334
,,19115.0,1|47865|1290349
,,19116.0,1|47866|1290350
,,19117.0,1|47867|1290351
,,19118.0,1|47868|1290352
,,19119.0,1|47869|1290353
,,19120.0,1|47870|1290354
,,19121.0,1|47871|1290355
,,19122.0,1|47872|1290356
,,19123.0,1|47873|1290357
,,19160.0,1|47911|1290131
,,19161.0,1|47912|1290362
,,19163.0,1|47917|1287086
,,19176.0,1|47929|1290370
,,19177.0,1|47945|1290372
,,19178.0,1|47946|1290369
,,19189.0,1|47964|1290376
,,19208.0,1|48005|1290384
,,19209.0,1|48006|1290385
,,19210.0,1|48007|1290386
,,19283.0,1|48045|1290402
,,19284.0,1|48046|1290403
,,19285.0,1|48047|1290404
,,19286.0,1|48048|1290405
,,19315.0,1|48056|1290426
,,19323.0,1|48071|1290427
,,19324.0,1|48072|1290428
,,19325.0,1|48073|1290429
,,19357.0,1|48091|1290435
,,19358.0,1|48092|1290130
,,19362.0,1|48094|1290437
,,19404.0,1|48172|1290464
,,19439.0,1|48224|1290471
,,19448.0,1|48239|1290476
,,19449.0,1|48249|1290474
,,19450.0,1|48250|1290473
,,19459.0,1|48259|1290477
,,19526.0,1|48351|1290505
,,19534.0,1|48361|1290506
,,19535.0,1|48370|1290507
,,19536.0,1|48371|1290508
,,19537.0,1|48372|1290509
,,19538.0,1|48377|1290510
,,19563.0,1|48391|1290511
,,19613.0,1|48491|1290529
,,19615.0,1|48492|1290526
,,19616.0,1|48493|1290527
,,19617.0,1|48494|1290528
,,19644.0,1|48530|1290554
,,19655.0,1|48543|1290555
,,19668.0,1|48567|1290562
,,19703.0,1|48626|1290574
,,19746.0,1|48938|1290588
,,19755.0,1|48944|1290582
,,19756.0,1|48945|1290583
,,19757.0,1|48946|1290584
,,19758.0,1|48947|1290585
,,19759.0,1|48948|1290586
,,19760.0,1|48949|1290587
,,19761.0,1|48950|1290589
,,19762.0,1|48951|1290590
,,19763.0,1|48952|1290591
,,19764.0,1|48953|1290592
,,19765.0,1|48954|1290593
,,19766.0,1|48955|1290594
,,19767.0,1|48956|1290595
,,19768.0,1|48957|1290596
,,19769.0,1|48958|1290597
,,19770.0,1|48959|1290598
,,19780.0,1|48972|1290600
,,19848.0,1|49052|1290581
,,19858.0,1|49077|1290501
,,19869.0,1|49086|1290628
,,19870.0,1|49087|1290629
,,19967.0,1|49164|1290650
,,19968.0,1|49165|1290649
,,19969.0,1|49166|1290647
,,19985.0,1|49174|1290662
,,19986.0,1|49175|1290663
,,19989.0,1|49182|1290664
,,19990.0,1|49183|1290665
,,20005.0,1|49191|1290668
,,20013.0,1|49192|1290669
,,20017.0,1|49204|1290670
,,20025.0,1|49222|1290671
,,20031.0,1|49242|1290674
,,20032.0,1|49243|1290678
,,20033.0,1|49244|1290675
,,20034.0,1|49245|1290676
,,20035.0,1|49246|1290677
,,20045.0,1|49252|1276729
,,20046.0,1|49253|1290685
,,20047.0,1|49254|1290686
,,20048.0,1|49255|1290687
,,20093.0,1|49288|1290696
,,20094.0,1|49289|1290695
,,20096.0,1|49291|1290697
,,20118.0,1|49304|1290702
,,20136.0,1|49337|1290714
,,20226.0,1|49462|1290766
,,20227.0,1|49463|1290767
,,20228.0,1|49464|1290769
,,20229.0,1|49465|1290768
2069764.0,1|49470|1275496,21437.0,1|49470|1275496
,,20262.0,1|49506|1290770
,,20265.0,1|49516|1290787
,,20266.0,1|49517|1290788
,,20276.0,1|49523|1290790
,,20290.0,1|49539|1290802
,,20303.0,1|49571|1290807
,,20304.0,1|49572|1290808
,,20308.0,1|49591|1290817
,,20309.0,1|49592|1290818
,,20334.0,1|49613|1290819
,,20335.0,1|49614|1290820
,,20373.0,1|49641|1290826
,,20402.0,1|49738|1290846
,,20403.0,1|49739|1290845
,,20404.0,1|49740|1290847
,,20405.0,1|49741|1290848
,,20406.0,1|49742|1290849
,,20415.0,1|49748|1290846
,,20428.0,1|49767|1290851
,,20441.0,1|49788|1290902
,,20442.0,1|49789|1290903
,,20443.0,1|49790|1290904
,,20444.0,1|49791|1290905
,,20445.0,1|49793|1290906
,,20460.0,1|49816|1290914
,,20461.0,1|49817|1290915
,,20462.0,1|49818|1290916
,,20463.0,1|49819|1290918
,,20479.0,1|49825|1290919
,,20480.0,1|49826|1290920
,,20507.0,1|49836|1290932
,,20508.0,1|49837|1290917
,,20509.0,1|49838|1290928
,,20510.0,1|49839|1290929
,,20511.0,1|49840|1290930
,,20512.0,1|49841|1290931
,,20513.0,1|49842|1290908
,,20551.0,1|49873|1290936
,,20552.0,1|49874|1290935
,,20564.0,1|49902|1290944
,,20569.0,1|49918|1290947
,,20617.0,1|49950|1290947
,,20620.0,1|49961|1290957
,,20621.0,1|49962|1290958
,,20624.0,1|49966|1290960
,,20641.0,1|49967|1290961
,,20678.0,1|49981|1290907
,,20707.0,1|50002|1290974
,,20708.0,1|50003|1290973
,,20715.0,1|50010|1290979
,,20722.0,1|50034|1291000
,,20723.0,1|50035|1291001
,,20731.0,1|50044|1291009
,,20743.0,1|50076|1291016
,,20780.0,1|50101|1291020
,,20795.0,1|50117|1291030
,,20823.0,1|50125|1291031
,,20826.0,1|50128|1291036
,,20853.0,1|50210|1229618
,,20854.0,1|50211|1293282
,,20873.0,1|50215|1293275
,,20874.0,1|50216|1293276
,,20875.0,1|50217|1293277
,,20876.0,1|50218|1293278
,,20877.0,1|50219|1293279
,,20878.0,1|50220|1293280
,,20879.0,1|50221|1293281
,,20925.0,1|50274|1293294
,,20934.0,1|50304|1293310
,,20954.0,1|50375|1293324
,,20956.0,1|50382|1293325
,,20971.0,1|50395|1293335
,,20985.0,1|50419|1293343
,,20986.0,1|50421|1293345
,,20995.0,1|50448|1293346
,,20996.0,1|50449|1293347
,,20997.0,1|50450|1293348
,,20998.0,1|50451|1293349
,,20999.0,1|50452|1293350
,,21030.0,1|50485|1293377
,,21055.0,1|50506|1293378
,,21056.0,1|50507|1293376
,,21057.0,1|50508|1293381
,,21058.0,1|50509|1293351
,,21059.0,1|50510|1293352
,,21060.0,1|50511|1293353
,,21061.0,1|50512|1293354
,,21062.0,1|50513|1293355
,,21063.0,1|50514|1293356
,,21064.0,1|50515|1293357
,,21065.0,1|50516|1293358
,,21066.0,1|50517|1293386
,,21067.0,1|50518|1293359
,,21068.0,1|50519|1293387
,,21072.0,1|50527|1293389
,,21137.0,1|50568|1293422
,,21142.0,1|50603|1293398
,,21143.0,1|50604|1293397
,,21144.0,1|50608|1293455
,,21146.0,1|50617|1293458
,,21149.0,1|50622|1293456
,,21150.0,1|50623|1293457
,,21153.0,1|50634|1293461
,,21154.0,1|50635|1293462
,,21155.0,1|50636|1293463
,,21172.0,1|50642|1293464
,,21180.0,1|50645|1293467
,,21181.0,1|50646|1293468
,,21182.0,1|50647|1293469
,,21183.0,1|50648|1293470
,,21184.0,1|50649|1293471
,,21185.0,1|50653|1293481
,,21382.0,1|53572|1293478
,,21383.0,1|53573|1293479
,,21384.0,1|53574|1293482
,,21402.0,1|53579|1293483
,,21407.0,1|53580|1293486
,,21408.0,1|53581|1293487
,,21409.0,1|53582|1293488
,,21435.0,1|53603|1293493
,,21436.0,1|53607|1293496
,,21443.0,1|53617|1293502
,,21444.0,1|53618|1293503
,,21445.0,1|53619|1293501
,,21446.0,1|53620|1293507
,,21469.0,1|53630|1293509
,,21470.0,1|53638|1293508
,,21475.0,1|53645|1293515
,,21479.0,1|53652|1293516
,,21482.0,1|53659|1293524
,,21483.0,1|53660|1293522
,,21484.0,1|53661|1293523
,,21489.0,1|53681|1293528
,,21501.0,1|53699|1293537
,,21517.0,1|53713|1293527
,,21539.0,1|53765|1293559
,,21540.0,1|53766|1293560
,,21541.0,1|53767|1293561
,,21549.0,1|53793|1293564
,,21550.0,1|53794|1293565
,,21564.0,1|53826|1293567
,,21568.0,1|53834|1293575
,,21649.0,1|53967|1293620
,,21651.0,1|53968|1293621
,,21653.0,1|53972|1293622
,,21654.0,1|53973|1293623
,,21655.0,1|53974|1293624
,,21656.0,1|53975|1293625
,,21663.0,1|53977|1293626
,,21669.0,1|53979|1293627
,,21680.0,1|53984|1293628
,,21695.0,1|54019|1293632
,,21697.0,1|54024|1293639
,,21706.0,1|54033|1293645
,,21707.0,1|54038|1293638
,,21712.0,1|54060|1293649
,,21715.0,1|54069|1293655
,,21718.0,1|54072|1293648
,,21725.0,1|54504|1293661
,,21726.0,1|54505|1293662
,,21727.0,1|54506|1293656
,,21728.0,1|54507|1293663
,,21731.0,1|54513|1293668
,,21741.0,1|54567|1293676
,,21760.0,1|54585|1293682
,,22468.0,1|55409|1293683
,,24087.0,1|55436|1293684
,,24647.0,1|55450|1293685
,,24650.0,1|55451|1293686
,,24651.0,1|55452|1293687
,,25200.0,1|55489|1293697
,,27989.0,1|55628|1293721
,,28536.0,1|55649|1293724
,,28537.0,1|55650|1293726
,,28538.0,1|55652|1293730
,,28539.0,1|55653|1293731
,,29610.0,1|55666|1293738
,,29611.0,1|55670|1293740
,,31732.0,1|55730|1293759
,,31733.0,1|55731|1293758
,,32274.0,1|55736|1293769
,,32275.0,1|55737|1293770
,,32807.0,1|55754|1293781
,,32810.0,1|55758|1293785
,,32811.0,1|55764|1293777
,,32812.0,1|55765|1293779
,,32813.0,1|55769|1293775
,,32814.0,1|55770|1293778
,,32815.0,1|55771|1293782
,,33357.0,1|55783|1293786
,,36043.0,1|55866|1293794
,,36047.0,1|55875|1293796
,,36048.0,1|55876|1293801
,,36049.0,1|55877|1293804
,,36050.0,1|55878|1293805
,,36051.0,1|55879|1293807
,,36052.0,1|55881|1293797
,,36053.0,1|55882|1293798
,,36054.0,1|55883|1293800
,,36055.0,1|55884|1293799
,,36591.0,1|55893|1293810
,,36592.0,1|55898|1293811
,,36597.0,1|55907|1293820
,,36598.0,1|55909|1293812
,,36599.0,1|55910|1293813
,,36600.0,1|55911|1293814
,,36601.0,1|55912|1293816
,,36602.0,1|55913|1293817
,,36603.0,1|55914|1293818
,,36604.0,1|55915|1293819
,,37148.0,1|55924|1293822
,,37149.0,1|55925|1293823
,,37150.0,1|55926|1293824
,,38750.0,1|55944|1293833
,,38751.0,1|55945|1293834
,,39285.0,1|56002|1293848
,,39287.0,1|56005|1293850
,,39821.0,1|56011|1293849
,,40354.0,1|56045|1293857
,,43034.0,1|56095|1293867
,,43576.0,1|56110|1293868
,,44123.0,1|56116|1293871
,,44124.0,1|56117|1293872
,,44128.0,1|56119|1293869
,,44129.0,1|56127|1293876
,,44130.0,1|56128|1293877
,,44131.0,1|56134|1293855
,,44132.0,1|56135|1293856
,,44680.0,1|56145|1293878
,,44688.0,1|56160|1293881
,,44689.0,1|56161|1293882
,,44690.0,1|56162|1293883
,,46332.0,1|56176|1293885
,,46333.0,1|56177|1293886
,,47988.0,1|56247|1293895
,,47989.0,1|56248|1293896
,,48541.0,1|56256|1293905
,,48542.0,1|56257|1293906
,,48543.0,1|56258|1293907
,,48544.0,1|56259|1293908
,,48545.0,1|56260|1293909
,,48546.0,1|56261|1293910
,,50206.0,1|56279|1293865
,,50255.0,1|56288|1293912
,,50815.0,1|56290|1293915
,,50817.0,1|56292|1293916
,,50820.0,1|56294|1293917
,,50821.0,1|56295|1293914
,,50822.0,1|56296|1293918
,,50823.0,1|56297|1293919
,,50824.0,1|56307|1293926
,,51361.0,1|56312|1293928
,,51362.0,1|56325|1293935
,,51915.0,1|56346|1287389
,,51923.0,1|56348|1293942
,,54077.0,1|56393|1293955
,,54905.0,1|56450|1293974
,,55701.0,1|56480|1293992
,,56233.0,1|56494|1293993
,,56234.0,1|56498|1293994
,,56236.0,1|56504|1294004
,,57305.0,1|56509|1293727
,,57838.0,1|56511|1294006
,,57839.0,1|56512|1294007
,,57840.0,1|56513|1294008
,,57841.0,1|56514|1294009
,,58375.0,1|56537|1294017
,,58376.0,1|56538|1294018
,,58380.0,1|56548|1294011
,,58381.0,1|56549|1294015
,,58382.0,1|56550|1294013
,,58383.0,1|56551|1294019
,,59466.0,1|56598|1294029
,,59998.0,1|56600|1294031
,,61613.0,1|56619|1294035
,,61614.0,1|56620|1294036
,,62070.0,1|56639|1294039
,,62071.0,1|56640|1294040
,,62693.0,1|56659|1294046
,,62698.0,1|56664|1294052
,,62699.0,1|56665|1294051
,,62701.0,1|56667|1294061
,,63241.0,1|56668|1294047
,,63788.0,1|56690|1294063
,,63789.0,1|56694|1294064
,,63790.0,1|56695|1294065
,,63791.0,1|56696|1294069
,,65943.0,1|56718|1294076
,,66481.0,1|56724|1294078
,,66495.0,1|56727|1294080
,,66496.0,1|56728|1294079
,,67037.0,1|56730|1294081
,,67610.0,1|56741|1294082
,,67613.0,1|56749|1294085
,,67615.0,1|56750|1294074
,,69236.0,1|56778|1294088
,,69238.0,1|56789|1294090
,,69241.0,1|56793|1294092
,,69242.0,1|56794|1294089
,,69243.0,1|56795|1294091
,,69796.0,1|56819|1294095
,,70086.0,1|56830|1293949
,,70087.0,1|56831|1293949
,,70341.0,1|56840|1294097
,,70884.0,1|56863|1294106
,,70919.0,1|56890|1294109
,,71466.0,1|56898|1294110
,,71467.0,1|56899|1294111
,,71468.0,1|56905|1294114
,,71469.0,1|56906|1294113
,,71470.0,1|56907|1294112
,,73053.0,1|56916|1294117
,,73058.0,1|56924|1294118
,,73586.0,1|56927|1294119
,,73587.0,1|56928|1294120
,,73588.0,1|56929|1294121
,,73589.0,1|56930|1294122
,,74120.0,1|56940|1294125
,,74122.0,1|56944|1294123
,,74666.0,1|56955|1294134
,,74669.0,1|56956|1294135
,,74670.0,1|56958|1294136
,,75192.0,1|56961|1294131
,,75193.0,1|56962|1294132
,,75194.0,1|56963|1294130
,,75195.0,1|56964|1294129
,,75196.0,1|56965|1294128
,,75197.0,1|56978|1294138
,,75198.0,1|56979|1294139
,,75199.0,1|56980|1294140
,,76756.0,1|56981|1294143
,,76757.0,1|56982|1294144
,,76760.0,1|56994|1294141
,,77829.0,1|57031|1294149
,,78352.0,1|57033|1294150
,,78361.0,1|57046|1294153
,,78890.0,1|57068|1294152
,,78894.0,1|57080|1294158
,,80469.0,1|57084|1294160
,,80470.0,1|57085|1294161
,,80471.0,1|57086|1294162
,,80478.0,1|57101|1294163
,,81002.0,1|57113|1294166
,,81003.0,1|57114|1294167
,,81008.0,1|57119|1294168
,,82087.0,1|57175|1294183
,,82088.0,1|57176|1294184
,,82089.0,1|57188|1294185
,,82619.0,1|57189|1294187
,,82635.0,1|57194|1294189
,,84769.0,1|57236|1294208
,,84770.0,1|57237|1294209
,,85301.0,1|57265|1294228
,,85843.0,1|57268|1294230
,,85844.0,1|57269|1294231
,,85847.0,1|57272|1294229
,,85848.0,1|57276|1294192
,,85849.0,1|57277|1294186
,,85850.0,1|57278|1294235
,,86391.0,1|57298|1294236
,,86394.0,1|57302|1294237
,,86395.0,1|57303|1294238
,,86396.0,1|57304|1294220
,,86397.0,1|57305|1294221
,,86398.0,1|57306|1294226
,,88008.0,1|57338|1294246
,,88470.0,1|57350|1294170
,,88545.0,1|57357|1294249
,,88546.0,1|57359|1294251
,,89076.0,1|57370|1294253
,,89077.0,1|57371|1294254
,,89078.0,1|57372|1294255
,,89079.0,1|57373|1294256
,,89089.0,1|57395|1294267
,,89620.0,1|57411|1294271
,,89630.0,1|57420|1294274
,,89631.0,1|57421|1294276
,,89632.0,1|57422|1294277
,,89633.0,1|57423|1294239
,,89634.0,1|57424|1294265
,,89635.0,1|57425|1294266
,,89636.0,1|57426|1294269
,,90169.0,1|57428|1294278
,,90170.0,1|57429|1294279
,,91774.0,1|57439|1294286
,,93388.0,1|57480|1294298
,,93398.0,1|57492|1294304
,,94502.0,1|57508|1294308
,,95601.0,1|57536|1294313
,,95608.0,1|57537|1294314
,,96169.0,1|57550|1294315
,,96720.0,1|57566|1294321
,,97807.0,1|57609|1294330
,,99419.0,1|57626|1294335
,,99420.0,1|57628|1294336
,,99966.0,1|57637|1294333
,,99967.0,1|57639|1294337
,,99968.0,1|57640|1294338
,,99969.0,1|57641|1294341
,,99970.0,1|57642|1294339
,,99971.0,1|57647|1294316
,,100507.0,1|57654|1294346
,,100508.0,1|57655|1294347
,,100509.0,1|57656|1294348
,,100512.0,1|57661|1294349
,,100523.0,1|57669|1294352
,,100524.0,1|57670|1294343
,,101070.0,1|57673|1294282
,,101071.0,1|57674|1294361
,,101073.0,1|57680|1294355
,,101618.0,1|57686|1294368
,,101619.0,1|57689|1294353
,,101620.0,1|57690|1294356
,,101621.0,1|57691|1294357
,,101622.0,1|57692|1294358
,,101623.0,1|57693|1294359
,,101624.0,1|57694|1294363
,,103249.0,1|57700|1294374
,,103802.0,1|57708|1294354
,,103803.0,1|57709|1294360
,,104348.0,1|57732|1294378
,,104349.0,1|57733|1294379
,,105441.0,1|57751|1294381
,,107086.0,1|57761|1294390
,,107087.0,1|57763|1294391
,,107643.0,1|57779|1226572
,,107644.0,1|57780|1294392
,,107645.0,1|57781|1276217
,,107646.0,1|57790|1294395
,,108192.0,1|57793|1294396
,,108743.0,1|57798|1294397
,,108744.0,1|57799|1294398
,,108749.0,1|57819|1294403
,,108750.0,1|57820|1294402
,,108751.0,1|57821|1294399
,,108752.0,1|57822|1294401
,,109308.0,1|57844|1294406
,,110944.0,1|57852|1294412
,,110945.0,1|57853|1294413
,,110946.0,1|57854|1294414
,,111498.0,1|57865|1294405
,,111499.0,1|57866|1294407
,,111500.0,1|57867|1294408
,,111501.0,1|57868|1294417
,,111502.0,1|57869|1294419
,,111503.0,1|57872|1294422
,,111504.0,1|57873|1294423
,,112067.0,1|57903|1294431
,,112068.0,1|57904|1294432
,,113182.0,1|57938|1294442
,,113183.0,1|57939|1294441
,,115879.0,1|57957|1294452
,,115880.0,1|57958|1294453
,,116415.0,1|57964|1294455
,,116419.0,1|57965|1294456
,,116424.0,1|57968|1294400
,,116425.0,1|57969|1294458
,,116961.0,1|57972|1294459
,,116962.0,1|57974|1294460
,,117238.0,1|57981|1294462
,,117504.0,1|57982|1294463
,,117505.0,1|57983|1294464
,,118569.0,1|57991|1294467
,,119100.0,1|57996|1294469
,,119109.0,1|58000|1294415
,,120199.0,1|58028|1294471
,,120200.0,1|58029|1294474
,,120201.0,1|58030|1294475
,,120202.0,1|58031|1294476
,,120203.0,1|58033|1294479
,,120748.0,1|58039|1294482
,,120749.0,1|58040|1294481
,,120751.0,1|58041|1294484
,,120752.0,1|58042|1294483
,,120762.0,1|58044|1294486
,,120763.0,1|58045|1294485
,,121038.0,1|58046|1294487
,,122370.0,1|58050|1294488
,,122910.0,1|58069|1294489
,,122911.0,1|58072|1294492
,,122912.0,1|58073|1294493
,,123460.0,1|58076|1294494
,,123463.0,1|58077|1294495
,,123468.0,1|58080|1294497
,,124017.0,1|58105|1294507
,,124018.0,1|58106|1294508
,,124558.0,1|58123|1294511
,,124560.0,1|58128|1294513
,,125099.0,1|58132|1294509
,,125100.0,1|58133|1294510
,,125101.0,1|58134|1294514
,,125102.0,1|58135|1294515
,,125103.0,1|58136|1294516
,,125104.0,1|58137|1294517
,,125105.0,1|58138|1294518
,,125106.0,1|58139|1294519
,,125107.0,1|58141|1294520
,,126182.0,1|58162|1294546
,,126184.0,1|58170|1294547
,,126736.0,1|58184|1294548
,,127275.0,1|58189|1294550
,,127276.0,1|58190|1294551
,,127277.0,1|58191|1294552
,,127278.0,1|58192|1294553
,,127282.0,1|58193|1294549
,,127827.0,1|58207|1294556
,,127828.0,1|58208|1294557
,,127829.0,1|58209|1294558
,,127830.0,1|58210|1294559
,,127834.0,1|58212|1294561
,,127835.0,1|58213|1294562
,,128373.0,1|58220|1294563
,,128388.0,1|58223|1294564
,,128931.0,1|58257|1294577
,,129467.0,1|58290|1294610
,,129468.0,1|58291|1294611
,,129474.0,1|58294|1294615
,,129931.0,1|58295|1294616
,,129956.0,1|58296|1294617
,,130012.0,1|58299|1294619
,,130013.0,1|58300|1294614
,,130014.0,1|58301|1294612
,,130015.0,1|58302|1294613
,,130554.0,1|58314|1294578
,,131094.0,1|58323|1294626
,,131636.0,1|58338|1294627
,,131639.0,1|58340|1294629
,,133256.0,1|58349|1294630
,,133261.0,1|58351|1294636
,,134339.0,1|58379|1294638
,,134880.0,1|58398|1294640
,,141794.0,1|58489|1294648
,,142883.0,1|58515|1294654
,,142884.0,1|58516|1294655
,,144469.0,1|58556|1294678
,,144470.0,1|58557|1294548
,,144471.0,1|58564|1294679
,,144472.0,1|58566|1263198
,,144994.0,1|58568|1275496
,,145512.0,1|58570|1294682
,,145514.0,1|58571|1294681
,,145517.0,1|58575|1294684
,,146032.0,1|58576|1294685
,,146033.0,1|58577|1294686
,,146034.0,1|58578|1294687
,,146035.0,1|58579|1294688
,,146039.0,1|58584|1294692
,,146556.0,1|58595|1294696
,,148092.0,1|58605|1294700
,,148093.0,1|58606|1294693
,,148094.0,1|58610|1294702
,,148606.0,1|58626|1294680
,,148611.0,1|58636|1294694
,,149126.0,1|58639|1294709
,,149127.0,1|58640|1294710
,,149128.0,1|58641|1294711
,,149129.0,1|58642|1294712
,,149656.0,1|58646|1294717
,,149657.0,1|58647|1294718
,,149658.0,1|58648|1294719
,,149659.0,1|58649|1294720
,,149660.0,1|58652|1294721
,,149661.0,1|58653|1294722
,,149662.0,1|58654|1294723
,,149663.0,1|58655|1294724
,,149666.0,1|58656|1294728
,,150180.0,1|62054|1294729
,,150181.0,1|62055|1294730
,,150183.0,1|62057|1294731
,,150184.0,1|62058|1294732
,,151711.0,1|62210|1294742
,,152740.0,1|62244|1294744
,,152742.0,1|62249|1294745
,,152744.0,1|62250|1294746
,,152745.0,1|62251|1294747
,,152746.0,1|62252|1294748
,,152747.0,1|62259|1294749
,,153272.0,1|62273|1294750
,,153273.0,1|62274|1294751
,,153274.0,1|62275|1294752
,,153275.0,1|62276|1294753
,,153276.0,1|62277|1294754
,,153277.0,1|62283|1294755
,,153278.0,1|62286|1294756
,,153280.0,1|62287|1294761
,,153283.0,1|62292|1294762
,,153284.0,1|62295|1294763
,,153285.0,1|62296|1294764
,,153286.0,1|62297|1294765
,,153288.0,1|62298|1294766
,,153290.0,1|62299|1294767
,,153291.0,1|62300|1294768
,,153292.0,1|62301|1294769
,,153293.0,1|62302|1294770
,,153294.0,1|62303|1294771
,,153295.0,1|62308|1294772
,,153296.0,1|62309|1294773
,,153297.0,1|62311|1294774
,,153298.0,1|62312|1294775
,,153299.0,1|62313|1294777
,,153300.0,1|62314|1294778
,,153301.0,1|62315|1294779
,,153302.0,1|62316|1294780
,,153303.0,1|62317|1294781
,,153304.0,1|62318|1294782
,,153305.0,1|62319|1294783
,,153306.0,1|62320|1294784
,,153307.0,1|62321|1294785
,,153308.0,1|62322|1294786
,,153309.0,1|62323|1294787
,,153325.0,1|62324|1294788
,,153357.0,1|62325|1294789
,,153421.0,1|62326|1294790
,,153446.0,1|62327|1294791
,,153447.0,1|62328|1294792
,,153448.0,1|62329|1294793
,,153469.0,1|62330|1294794
,,153681.0,1|62331|1294796
,,153754.0,1|62332|1294797
,,153755.0,1|62333|1294798
,,153756.0,1|62334|1294795
,,153777.0,1|62335|1294799
,,153833.0,1|62336|1294800
,,153837.0,1|62338|1294801
,,154362.0,1|62343|1294802
,,154363.0,1|62344|1294803
,,154364.0,1|62345|1294804
,,155395.0,1|62350|1294808
,,155396.0,1|62351|1294809
,,155397.0,1|62352|1294810
,,155398.0,1|62353|1294811
,,155399.0,1|62354|1294814
,,155400.0,1|62355|1294815
,,155401.0,1|62356|1294816
,,155402.0,1|62357|1294817
,,155403.0,1|62358|1294818
,,155404.0,1|62359|1294812
,,155406.0,1|62360|1294819
,,155407.0,1|62361|1294820
,,155408.0,1|62362|1294821
,,155409.0,1|62363|1294822
,,155410.0,1|62366|1294823
,,155411.0,1|62367|1294824
