kristal_subscription_id,skey,fund_id,fkey
2071151.0,0|23514|1275496,,
40224.0,0|23514|1278111,,
2072646.0,0|23514|1294343,,
67393.0,0|23518|1270394,,
51875.0,0|23518|1274137,,
51873.0,0|23518|1274537,,
51874.0,0|23518|1277139,,
66156.0,0|23518|1286657,,
66582.0,0|23518|1286921,,
40126.0,0|23567|1229622,,
40251.0,0|23580|1278111,,
43396.0,0|23580|1280657,,
2071906.0,0|23580|1291020,,
51575.0,0|23653|1282797,,
51141.0,0|23659|1282797,,
43184.0,0|23666|1280477,,
43195.0,0|23666|1280478,,
2069922.0,0|23666|1293655,,
40616.0,0|23670|1271378,,
65651.0,0|23670|1272135,,
40694.0,0|23670|1278459,,
40445.0,0|23684|1278267,,
2068673.0,0|23687|1274546,,
41576.0,0|23693|1247440,,
42236.0,0|23693|1279573,,
2071894.0,0|23693|1291020,,
2073102.0,0|23701|1294693,,
41985.0,0|23719|1244852,,
41984.0,0|23719|1247440,,
41982.0,0|23719|1269874,,
46982.0,0|23719|1270395,,
2071143.0,0|23719|1275496,,
42238.0,0|23719|1279573,,
47878.0,0|23719|1281971,,
40872.0,0|23723|1278743,,
40446.0,0|23737|1278267,,
40696.0,0|23737|1278459,,
40941.0,0|23789|1278743,,
40698.0,0|23792|1278459,,
66087.0,0|23808|1275496,,
43384.0,0|23826|1280481,,
46567.0,0|23826|1281117,,
47900.0,0|23826|1281575,,
41522.0,0|23840|1275496,,
42231.0,0|23840|1279573,,
43149.0,0|23840|1280458,,
43188.0,0|23840|1280478,,
40690.0,0|23845|1278459,,
43251.0,0|23848|1247440,,
43395.0,0|23848|1280657,,
40864.0,0|23857|1278459,,
40712.0,0|23860|1278459,,
2072088.0,0|23939|1275496,,
2072089.0,0|23939|1289001,,
46465.0,0|23959|1281124,,
67358.0,0|23970|1280948,,
67793.0,0|23970|1289431,,
2069274.0,0|23970|1290931,,
2072823.0,0|23970|1293865,,
40906.0,0|23979|1277528,,
50290.0,0|24531|1244852,,
43281.0,0|24531|1280478,,
43389.0,0|24531|1280657,,
2067995.0,0|24538|1270394,,
67018.0,0|24538|1270395,,
67019.0,0|24538|1275448,,
42039.0,0|24538|1276061,,
41981.0,0|24648|1269908,,
42233.0,0|24698|1279573,,
42239.0,0|25126|1279573,,
42791.0,0|25139|1278267,,
43194.0,0|25139|1280478,,
43197.0,0|25233|1280478,,
43193.0,0|25394|1280478,,
43393.0,0|25409|1280657,,
43085.0,0|25425|1275237,,
43385.0,0|25503|1280657,,
42807.0,0|25525|1269874,,
42805.0,0|25525|1272135,,
46254.0,0|25525|1278267,,
43191.0,0|25525|1280478,,
44976.0,0|25525|1280882,,
46464.0,0|25525|1281124,,
46656.0,0|25525|1281246,,
49905.0,0|25525|1282500,,
50024.0,0|25525|1282862,,
65005.0,0|25525|1287813,,
65012.0,0|25525|1287815,,
43386.0,0|25532|1280657,,
49982.0,0|25534,,
42804.0,0|25534|1280327,,
42806.0,0|25534|1280328,,
42808.0,0|25534|1280329,,
42809.0,0|25534|1280330,,
50019.0,0|25534|1282832,,
2071232.0,0|25565|1277694,,
46251.0,0|25723|1270123,,
43280.0,0|25729|1224590,,
65654.0,0|25729|1272135,,
46252.0,0|25729|1278267,,
43190.0,0|25729|1280478,,
44971.0,0|25729|1280882,,
65010.0,0|25729|1287813,,
46480.0,0|25749|1224590,,
65604.0,0|25749|1272135,,
46253.0,0|25749|1278267,,
46460.0,0|25749|1281124,,
46657.0,0|25749|1281246,,
65003.0,0|25749|1287813,,
45970.0,0|25754|1269874,,
46168.0,0|26214|1244852,,
46560.0,0|26214|1270123,,
2069330.0,0|26214|1274546,,
46482.0,0|26214|1275235,,
46175.0,0|26214|1280982,,
2069500.0,0|27157|1275496,,
47651.0,0|27157|1278267,,
46874.0,0|27178|1244852,,
46820.0,0|27178|1247440,,
47871.0,0|27178|1270394,,
47885.0,0|27178|1272135,,
47874.0,0|27178|1281971,,
49860.0,0|27178|1282500,,
2071913.0,0|27178|1291020,,
67273.0,0|27182|1280948,,
67070.0,0|27182|1288373,,
67795.0,0|27182|1289431,,
2069822.0,0|27182|1293493,,
50279.0,0|27235|1278330,,
47650.0,0|27245|1278267,,
46662.0,0|27284|1281245,,
50252.0,0|27418|1247440,,
51865.0,0|27418|1283621,,
46769.0,0|27461|1280478,,
49587.0,0|27512|1269874,,
60220.0,0|27512|1285733,,
2069176.0,0|27512|1288736,,
2068331.0,0|27512|1290050,,
48543.0,0|27700|1278330,,
47892.0,0|27700|1281971,,
57974.0,0|28195|1247440,,
57973.0,0|28195|1270394,,
57971.0,0|28195|1274546,,
57972.0,0|28195|1280948,,
57969.0,0|28195|1281511,,
63953.0,0|28195|1287326,,
65740.0,0|28195|1287327,,
65996.0,0|28195|1288506,,
2069169.0,0|28195|1288736,,
66593.0,0|28195|1288909,,
67381.0,0|28195|1289131,,
67240.0,0|28195|1289273,,
2069882.0,0|28195|1289466,,
2068126.0,0|28195|1289694,,
2069093.0,0|28195|1290808,,
2069287.0,0|28195|1290930,,
2073318.0,0|28195|1291009,,
64602.0,0|28202|1247440,,
66157.0,0|28202|1288376,,
48928.0,0|28264|1269874,,
67363.0,0|28425|1224590,,
2068217.0,0|28425|1270393,,
48319.0,0|28425|1270394,,
2069213.0,0|28425|1274546,,
2069097.0,0|28425|1275496,,
48321.0,0|28425|1278330,,
2071473.0,0|28425|1278475,,
49859.0,0|28425|1282500,,
2069089.0,0|28425|1290714,,
2069090.0,0|28425|1290808,,
2069839.0,0|28425|1293561,,
2073190.0,0|28425|1294343,,
51025.0,0|28887|1223970,,
51026.0,0|28887|1270123,,
2068352.0,0|28887|1275496,,
55892.0,0|28887|1284578,,
51147.0,0|29019|1282797,,
60218.0,0|29253|1285733,,
49819.0,0|29316|1263198,,
49951.0,0|29316|1282698,,
67118.0,0|29316|1289132,,
2071110.0,0|29515|1275496,,
49904.0,0|29591|1282500,,
50348.0,0|29597|1278330,,
49799.0,0|29714|1273278,,
59982.0,0|29967|1285733,,
59983.0,0|29972|1285733,,
50743.0,0|30009|1247440,,
51864.0,0|30009|1283621,,
50350.0,0|30241|1283028,,
51145.0,0|30241|1283390,,
55956.0,0|30241|1284677,,
63848.0,0|30241|1287284,,
67361.0,0|30292|1288769,,
2069741.0,0|30295|1275496,,
2068761.0,0|30295|1290510,,
51573.0,0|30308|1270393,,
53416.0,0|30308|1270394,,
55925.0,0|30308|1284545,,
2068062.0,0|30308|1289650,,
2068529.0,0|30340|1224590,,
55626.0,0|30373|1269874,,
2071776.0,0|30373|1275496,,
60216.0,0|30373|1285733,,
56253.0,0|30381|1247440,,
56451.0,0|30381|1273420,,
65150.0,0|30381|1287319,,
63959.0,0|30381|1287326,,
65736.0,0|30381|1287327,,
2068065.0,0|30381|1289648,,
2069892.0,0|30381|1293561,,
52229.0,0|30407|1269874,,
52230.0,0|30407|1272135,,
60221.0,0|30407|1285733,,
67541.0,0|30538|1283688,,
65737.0,0|30538|1287327,,
2068998.0,0|30538|1289716,,
2068881.0,0|30538|1290574,,
65873.0,0|30575|1269874,,
52789.0,0|30637|1269016,12111.0,0|30637|1269016
2071615.0,0|30866|1275496,,
59091.0,0|31233|1247440,,
65674.0,0|31898|1269874,,
65200.0,0|31996|1269016,,
65744.0,0|32157|1287327,,
67120.0,0|32649|1284908,,
67181.0,0|32649|1287417,,
66957.0,0|32649|1287418,,
2068054.0,0|32649|1288769,,
2071344.0,0|32649|1289810,,
58069.0,0|33145|1283687,,
2068560.0,0|33540|1224590,,
2068561.0,0|33540|1290204,,
2069107.0,0|33540|1290808,,
67184.0,0|34102|1287416,,
57508.0,0|35355|1284974,,
57507.0,0|35388|1284974,,
65745.0,0|36280|1287327,,
61764.0,0|36444|1270394,,
2069727.0,0|36444|1275496,,
2068896.0,0|36444|1290501,,
61203.0,0|37038|1244852,,
2069326.0,0|37537|1290918,,
2069618.0,0|38036|1275496,,
66028.0,0|38292|1271166,,
2068022.0,0|38622|1224590,,
2068024.0,0|38622|1270123,,
2068121.0,0|38622|1270394,,
2068035.0,0|38622|1273278,,
2068738.0,0|38622|1274546,,
2068156.0,0|38622|1278266,,
2068155.0,0|38622|1286657,,
2069185.0,0|38622|1288736,,
2071172.0,0|38622|1289170,,
2068134.0,0|38622|1289697,,
2069809.0,0|38622|1291020,,
67280.0,0|39768|1289285,,
2068029.0,0|40338|1289566,,
2068614.0,0|40338|1290376,,
2069885.0,0|40338|1293628,,
67469.0,0|40438|1289358,,
67790.0,0|40438|1289445,,
66152.0,0|40697|1288769,,
66591.0,0|40699|1287389,,
2068722.0,0|40699|1290473,,
2068723.0,0|40699|1290474,,
66410.0,0|40702|1288902,,
66451.0,0|40702|1288908,,
2068170.0,0|40779|1289713,,
66092.0,0|40872|1269874,,
2068825.0,0|40872|1274546,,
66661.0,0|40872|1288943,,
66093.0,0|40876|1269874,,
66662.0,0|40876|1288943,,
2067997.0,0|40932|1288769,,
66151.0,0|41308|1288769,,
67022.0,0|41308|1289059,,
2072777.0,0|41327|1294801,,
2068726.0,0|41328|1290511,,
2069473.0,0|41328|1293294,,
65997.0,0|41412|1287746,,
2073633.0,0|41412|1288736,,
66671.0,0|41412|1288945,,
2073707.0,0|41412|1289429,,
67859.0,0|41419|1289477,,
2068666.0,0|41419|1290428,,
2071141.0,0|41419|1293740,,
2071290.0,0|41419|1293857,,
2072693.0,0|41419|1294721,,
2073254.0,0|41419|1295615,,
2072559.0,0|41421|1294648,,
67406.0,0|41423|1289340,,
2069806.0,0|41423|1293488,,
2069374.0,0|41426|1291030,,
2071792.0,0|41426|1294149,,
2068168.0,0|41434|1289713,,
2068478.0,0|41434|1290184,,
2072682.0,0|41466|1294711,,
2071727.0,0|41493|1294117,,
2071576.0,0|41549|1294061,,
65953.0,0|41625|1288505,,
65952.0,0|41626|1288505,,
2067972.0,0|41922|1288769,,
67082.0,0|41922|1289059,,
2071648.0,0|41922|1289810,,
66411.0,0|41932|1269016,,
2068745.0,0|41988|1274546,,
66730.0,0|41988|1280948,,
66371.0,0|41988|1281511,,
2069172.0,0|41988|1288736,,
67380.0,0|41988|1289131,,
67239.0,0|41988|1289273,,
2067978.0,0|41988|1289538,,
2069284.0,0|41988|1290930,,
2073316.0,0|41988|1291009,,
2072174.0,0|41988|1294298,,
2072579.0,0|41988|1294626,,
66854.0,0|42001|1283456,,
66595.0,0|42001|1283688,,
66834.0,0|42023|1288769,,
67033.0,0|42045|1277140,,
67034.0,0|42045|1278266,,
67270.0,0|42045|1280948,,
2069173.0,0|42045|1288736,,
67714.0,0|42045|1289407,,
67797.0,0|42045|1289431,,
2067979.0,0|42045|1289538,,
2068130.0,0|42045|1289694,,
2068133.0,0|42045|1289697,,
2068265.0,0|42045|1289801,,
2069279.0,0|42045|1290931,,
2069730.0,0|42045|1293422,,
2071179.0,0|42045|1293721,,
2071655.0,0|42045|1293855,,
2071654.0,0|42045|1293994,,
2071978.0,0|42045|1294235,,
2072298.0,0|42045|1294431,,
2073107.0,0|42045|1294626,,
2073075.0,0|42045|1295431,,
66849.0,0|42058|1288769,,
2069304.0,0|42059|1286657,,
66736.0,0|42059|1288807,,
66853.0,0|42059|1288946,,
66453.0,0|42168|1288911,,
2068031.0,0|42168|1289565,,
2071448.0,0|42168|1293928,,
2072053.0,0|42168|1294271,,
66452.0,0|42169|1288910,,
67188.0,0|42172|1287418,,
2068341.0,0|42236|1290058,,
2071103.0,0|42244|1288769,,
2068467.0,0|42244|1290081,,
66592.0,0|42256|1288934,,
66922.0,0|42256|1289041,,
2072054.0,0|42256|1294271,,
2071352.0,0|42259|1293527,,
2069763.0,0|42264|1293422,,
2073371.0,0|42270|1295702,,
66771.0,0|42351|1288947,,
66773.0,0|42351|1288953,,
66881.0,0|42379|1288947,,
66861.0,0|42379|1288953,,
66772.0,0|42379|1288982,,
2068650.0,0|42382|1289466,,
2067954.0,0|42385|1274546,,
2067955.0,0|42385|1275558,,
2067956.0,0|42385|1289507,,
2069182.0,0|42396|1288736,,
67715.0,0|42396|1289407,,
67786.0,0|42416|1288078,,
67669.0,0|42416|1288079,,
2071516.0,0|42433|1294007,,
66716.0,0|42436|1288941,,
2071212.0,0|42436|1293811,,
2071263.0,0|42436|1293857,,
2068005.0,0|42459|1224590,,
66856.0,0|42479|1224590,,
2069519.0,0|42479|1275496,,
2069934.0,0|42479|1293656,,
2068764.0,0|42500|1286657,,
66847.0,0|42503|1272135,,
2069168.0,0|42503|1288736,,
67246.0,0|42503|1289273,,
2069826.0,0|42552|1276372,,
2068231.0,0|42552|1289126,,
2068384.0,0|42552|1289167,,
2068316.0,0|42552|1289439,,
2071578.0,0|42552|1293769,,
66972.0,0|42557|1289056,,
2068204.0,0|42593|1289749,,
2068387.0,0|42593|1290084,,
2069772.0,0|42593|1293496,,
2069836.0,0|42593|1293559,,
2071732.0,0|42593|1294118,,
2068568.0,0|42598|1290326,,
2068569.0,0|42598|1290327,,
2068708.0,0|42598|1290477,,
2069506.0,0|42598|1293281,,
2071466.0,0|42598|1293955,,
2072668.0,0|42598|1294700,,
2072873.0,0|42598|1294977,,
2068694.0,0|42606|1224590,,
66891.0,0|42606|1272135,,
2068597.0,0|42606|1274546,,
2069477.0,0|42606|1275496,,
2069170.0,0|42606|1288736,,
67247.0,0|42606|1289273,,
2071947.0,0|42606|1293656,,
67134.0,0|42608|1288769,,
67153.0,0|42610|1288769,,
2072128.0,0|42633|1275496,,
2068342.0,0|42644|1290059,,
2071206.0,0|42644|1293810,,
67121.0,0|42662|1289165,,
2072881.0,0|42667|1279893,,
67142.0,0|42667|1288769,,
2069724.0,0|42667|1289810,,
2068179.0,0|42675|1289713,,
2068350.0,0|42675|1290059,,
2069076.0,0|42707|1290820,,
2068202.0,0|42714|1289701,,
66970.0,0|42763|1289063,,
2068190.0,0|42770|1289701,,
2068189.0,0|42776|1289701,,
2071659.0,0|42821|1224590,,
66971.0,0|42838|1289057,,
2068973.0,0|42841|1290787,,
2068974.0,0|42841|1290788,,
67471.0,0|42976|1289365,,
2068856.0,0|42994|1290670,,
2068724.0,0|43009|1290507,,
2071652.0,0|43009|1294090,,
2068221.0,0|43013|1289787,,
2069443.0,0|43013|1293279,,
2069445.0,0|43013|1293280,,
2071329.0,0|43013|1293885,,
2071502.0,0|43013|1294004,,
67237.0,0|43027|1247440,,
67238.0,0|43027|1270394,,
2068351.0,0|43027|1278266,,
67894.0,0|43027|1289484,,
2068719.0,0|43027|1290510,,
2074464.0,0|43027|1293685,,
2074465.0,0|43027|1294693,,
2071761.0,0|43037|1294134,,
2068209.0,0|43039|1289759,,
2068675.0,0|43039|1290435,,
2069259.0,0|43039|1290960,,
2069322.0,0|43039|1291000,,
2069928.0,0|43039|1293661,,
2071522.0,0|43039|1294017,,
2071598.0,0|43039|1294069,,
2072476.0,0|43039|1294577,,
67420.0,0|43118|1270394,,
67419.0,0|43118|1272135,,
67421.0,0|43118|1275448,,
67422.0,0|43118|1277138,,
2068213.0,0|43118|1278266,,
2069178.0,0|43118|1288736,,
67719.0,0|43118|1289407,,
2068447.0,0|43118|1289431,,
2069273.0,0|43118|1290931,,
2071986.0,0|43247|1294236,,
2069821.0,0|43249|1275496,,
67386.0,0|43254|1287389,,
2071866.0,0|43286|1275496,,
2071675.0,0|43337|1294097,,
67713.0,0|43355|1289430,,
67279.0,0|43359|1289284,,
2068833.0,0|43361|1275448,,
2072954.0,0|43487|1278475,,
67408.0,0|43487|1289282,,
2068440.0,0|43487|1289431,,
2068210.0,0|43487|1289761,,
2068554.0,0|43487|1290204,,
2068934.0,0|43487|1290669,,
2068859.0,0|43487|1290671,,
2068931.0,0|43487|1290714,,
2069271.0,0|43487|1290931,,
67390.0,0|43506|1289335,,
2072303.0,0|43514|1279892,,
2068150.0,0|43514|1287418,,
2068085.0,0|43514|1288769,,
2069512.0,0|43514|1289810,,
67404.0,0|43561|1289341,,
67405.0,0|43561|1289342,,
67843.0,0|43561|1289444,,
67445.0,0|43573|1288373,,
67412.0,0|43585|1289350,,
2068354.0,0|43585|1290072,,
2072478.0,0|43585|1294610,,
2072479.0,0|43585|1294611,,
2071306.0,0|43592|1288769,,
67482.0,0|43604|1289343,,
67470.0,0|43661|1289365,,
2068016.0,0|43694|1288373,,
67545.0,0|43696|1289376,,
2069945.0,0|43696|1293676,,
2068061.0,0|43774|1284908,,
2068284.0,0|43774|1289182,,
2068201.0,0|43774|1289617,,
2068241.0,0|43774|1289810,,
2068206.0,0|43802|1289746,,
2068038.0,0|43835|1288373,,
2067990.0,0|43845|1287418,,
2067996.0,0|43845|1288769,,
2071250.0,0|43845|1289810,,
2069713.0,0|43845|1293335,,
2071646.0,0|43846|1294085,,
67769.0,0|43851|1269874,,
2068013.0,0|43851|1289607,,
2068682.0,0|43864|1289617,,
2071762.0,0|43877|1294135,,
2068143.0,0|43878|1289616,,
2071801.0,0|43897|1275496,,
2072009.0,0|43897|1293567,,
2068014.0,0|43905|1288769,,
2071807.0,0|43929|1281345,,
67840.0,0|43961|1271379,,
67856.0,0|43979|1289476,,
67857.0,0|43980|1289476,,
2069444.0,0|43980|1293280,,
2073126.0,0|43980|1294063,,
2071653.0,0|43980|1294090,,
2068735.0,0|43983|1287418,,
2068671.0,0|43983|1289348,,
2068730.0,0|43983|1289617,,
2068737.0,0|43983|1289810,,
67858.0,0|44002|1289477,,
2071514.0,0|44002|1294006,,
2068709.0,0|44013|1273278,,
2073180.0,0|44013|1294693,,
2067920.0,0|44071|1289504,,
2068169.0,0|44180|1289713,,
2072230.0,0|44203|1275496,,
2068167.0,0|44214|1289713,,
2068343.0,0|44214|1290059,,
2071198.0,0|44226|1277694,,
2067985.0,0|44248|1270123,,
2067986.0,0|44248|1270394,,
2073566.0,0|44248|1272135,,
2073470.0,0|44248|1288736,,
2067989.0,0|44248|1289366,,
2068441.0,0|44248|1289431,,
2068132.0,0|44248|1289698,,
2069276.0,0|44248|1290931,,
2068052.0,0|44300|1289628,,
2068796.0,0|44300|1290598,,
2068385.0,0|44314|1290079,,
2068032.0,0|44318|1289565,,
2071449.0,0|44318|1293928,,
2067999.0,0|44333|1275448,,
2069459.0,0|44340|1275496,,
2068003.0,0|44340|1289508,,
2069507.0,0|44340|1293324,,
2071299.0,0|44340|1293877,,
2068292.0,0|44350|1289999,,
2068573.0,0|44350|1290331,,
2068574.0,0|44350|1290332,,
2069193.0,0|44350|1290936,,
2071167.0,0|44350|1293786,,
2071961.0,0|44350|1294228,,
2072006.0,0|44350|1294246,,
2072635.0,0|44350|1294684,,
2073205.0,0|44350|1295565,,
2073214.0,0|44350|1295606,,
2074633.0,0|44350|1296363,,
2068240.0,0|44351|1277694,,
2068028.0,0|44362|1289566,,
2071725.0,0|44362|1294111,,
2068255.0,0|44374|1287482,,
2068216.0,0|44374|1289786,,
2069873.0,0|44384|1293620,,
2069918.0,0|44393|1275496,,
2069458.0,0|44393|1290944,,
2068010.0,0|44416|1289608,,
2071673.0,0|44416|1294097,,
2068173.0,0|44422|1289723,,
2068200.0,0|44422|1289745,,
2068667.0,0|44422|1290429,,
2069827.0,0|44473|1288769,,
2069157.0,0|44513|1289746,,
2069158.0,0|44513|1290914,,
2069404.0,0|44514|1229618,,
2069209.0,0|44514|1281575,,
2069245.0,0|44514|1289198,,
2068057.0,0|44551|1289631,,
2068127.0,0|44552|1270394,,
2068951.0,0|44552|1275496,,
2071271.0,0|44552|1277694,,
2068570.0,0|44556|1290328,,
2068571.0,0|44556|1290329,,
2068572.0,0|44556|1290330,,
2069146.0,0|44556|1290920,,
2071593.0,0|44556|1294063,,
2071596.0,0|44556|1294065,,
2071599.0,0|44556|1294069,,
2072666.0,0|44556|1294700,,
2068957.0,0|44567|1290767,,
2072433.0,0|44567|1294520,,
2068433.0,0|44568|1289182,,
2068184.0,0|44579|1288769,,
2068237.0,0|44596|1289802,,
2068238.0,0|44596|1289803,,
2068239.0,0|44596|1289804,,
2068287.0,0|44596|1289997,,
2068334.0,0|44596|1290042,,
2068335.0,0|44596|1290043,,
2068336.0,0|44596|1290044,,
2068466.0,0|44596|1290129,,
2068484.0,0|44596|1290190,,
2068530.0,0|44596|1290267,,
2068586.0,0|44596|1290349,,
2068587.0,0|44596|1290350,,
2068596.0,0|44596|1290351,,
2068588.0,0|44596|1290352,,
2068589.0,0|44596|1290353,,
2068590.0,0|44596|1290354,,
2068591.0,0|44596|1290355,,
2068592.0,0|44596|1290356,,
2068593.0,0|44596|1290357,,
2068720.0,0|44596|1290508,,
2068883.0,0|44596|1290686,,
2068884.0,0|44596|1290687,,
2068956.0,0|44596|1290766,,
2068996.0,0|44596|1290817,,
2069145.0,0|44596|1290919,,
2069165.0,0|44596|1290932,,
2069194.0,0|44596|1290935,,
2069316.0,0|44596|1290979,,
2071108.0,0|44596|1293697,,
2071595.0,0|44596|1294064,,
2071612.0,0|44596|1294076,,
2071614.0,0|44596|1294078,,
2071859.0,0|44596|1294166,,
2071860.0,0|44596|1294167,,
2072446.0,0|44596|1294557,,
2069175.0,0|44597|1288736,,
2068252.0,0|44597|1289801,,
2068427.0,0|44597|1290050,,
2068864.0,0|44597|1290671,,
2069156.0,0|44597|1290808,,
2069731.0,0|44597|1293422,,
2069891.0,0|44597|1293567,,
2071336.0,0|44597|1293850,,
2068196.0,0|44602|1278657,,
2068195.0,0|44602|1283688,,
2068058.0,0|44618|1289644,,
2068172.0,0|44618|1289721,,
2068526.0,0|44633|1288769,,
2072212.0,0|44633|1289810,,
2068187.0,0|44635|1289734,,
2068348.0,0|44635|1290063,,
2068753.0,0|44635|1290562,,
2071230.0,0|44635|1293833,,
2072746.0,0|44635|1294744,,
2068752.0,0|44636|1275496,,
2068159.0,0|44636|1281575,,
2069846.0,0|44636|1289466,,
2068338.0,0|44636|1289634,,
2068207.0,0|44644|1289754,,
2068813.0,0|44644|1290600,,
2071547.0,0|44679|1275496,,
2072011.0,0|44706|1275496,,
2069180.0,0|44706|1288736,,
2068242.0,0|44706|1289801,,
2069884.0,0|44730|1224590,31739.0,0|44730|1224590
2071328.0,0|44730|1274546,,
2068581.0,0|44730|1290132,,
2068580.0,0|44730|1290133,,
2068582.0,0|44730|1290295,,
2068579.0,0|44730|1290296,,
2069913.0,0|44766|1293639,,
2068482.0,0|44802|1290184,,
2068487.0,0|44819|1290206,,
2071572.0,0|44825|1275496,,
2068340.0,0|44843|1290057,,
2071797.0,0|44878|1294150,,
2068327.0,0|44888|1289059,,
2069159.0,0|44890|1289746,,
2069160.0,0|44890|1290281,,
2069161.0,0|44890|1290284,,
2069306.0,0|44891|1284908,,
2069266.0,0|44891|1287418,,
2069405.0,0|44891|1289182,,
2069248.0,0|44891|1289617,,
2069292.0,0|44891|1289810,,
2069334.0,0|44891|1290908,,
2069174.0,0|44901|1288736,,
2068158.0,0|44901|1289694,,
2068699.0,0|44901|1290334,,
2068918.0,0|44901|1290671,,
2069091.0,0|44901|1290808,,
2069457.0,0|44901|1290961,,
2071203.0,0|44901|1293721,,
2071719.0,0|44901|1293994,,
2071988.0,0|44901|1294235,,
2072202.0,0|44901|1294298,,
2072375.0,0|44901|1294431,,
2068171.0,0|44962|1289722,,
2068422.0,0|44962|1290099,,
2069780.0,0|44962|1293507,,
2071526.0,0|44962|1294018,,
2071150.0,0|45005|1275496,,
2068208.0,0|45005|1286921,,
2071297.0,0|45005|1293527,,
2068186.0,0|45017|1289733,,
2071749.0,0|45017|1294120,,
2071750.0,0|45017|1294122,,
2068188.0,0|45021|1289735,,
2068230.0,0|45034,,
2072642.0,0|45061|1294686,,
2073346.0,0|45061|1295699,,
2069150.0,0|45073|1270394,20831.0,0|45073|1270394
2069149.0,0|45073|1290808,,
2069708.0,0|45073|1293422,,
2072080.0,0|45073|1294298,,
2072290.0,0|45073|1294431,,
2069181.0,0|45088|1288736,,
2068251.0,0|45088|1289801,,
2068827.0,0|45143|1290628,,
2068828.0,0|45143|1290629,,
2071515.0,0|45143|1294006,,
2068613.0,0|45196|1288769,,
2068229.0,0|45198,,
2068203.0,0|45222|1289748,,
2069929.0,0|45222|1293662,,
2072185.0,0|45222|1294368,,
2069636.0,0|45233|1291020,,
2069778.0,0|45243|1293507,,
2071523.0,0|45243|1294018,,
2071804.0,0|45243|1294149,,
2072235.0,0|45243|1294390,,
2068424.0,0|45265|1273278,,
2068429.0,0|45265|1284611,,
2068423.0,0|45293|1290100,,
2069595.0,0|45293|1293381,,
2069803.0,0|45293|1293516,,
2071558.0,0|45293|1294035,,
2071559.0,0|45293|1294036,,
2071647.0,0|45293|1294085,,
2071989.0,0|45293|1294237,,
2071990.0,0|45293|1294238,,
2072118.0,0|45293|1294314,,
2072200.0,0|45293|1294378,,
2072275.0,0|45293|1294412,,
2072276.0,0|45293|1294413,,
2072443.0,0|45293|1294550,,
2072983.0,0|45293|1295164,,
2068329.0,0|45294|1289058,,
2068346.0,0|45294|1289466,,
2068898.0,0|45294|1290574,,
2068897.0,0|45294|1290671,,
2068211.0,0|45303|1270123,,
2068480.0,0|45310|1290184,,
2068958.0,0|45310|1290767,,
2071458.0,0|45319|1275496,,
2071456.0,0|45331|1275496,,
2069183.0,0|45340|1288736,,
2068224.0,0|45340|1289801,,
2069288.0,0|45340|1290961,,
2071680.0,0|45340|1294082,,
2068746.0,0|45401|1290554,,
2069773.0,0|45401|1293501,,
2071524.0,0|45401|1294018,,
2072789.0,0|45422|1294845,,
2071760.0,0|45525|1294134,,
2072714.0,0|45534|1294730,,
2072162.0,0|45590|1294348,,
2072925.0,0|45590|1295058,,
2069810.0,0|45594|1293523,,
2071736.0,0|45594|1294119,,
2072641.0,0|45594|1294685,,
2073284.0,0|45594|1295678,,
2069849.0,0|45772|1293575,,
2072012.0,0|45775|1294249,,
2072776.0,0|45775|1294801,,
2073040.0,0|45775|1295424,,
2071810.0,0|45792|1294158,,
2068332.0,0|45851|1290040,,
2069796.0,0|45851|1293487,,
2068421.0,0|45853|1290097,,
2069797.0,0|45853|1293487,,
2071229.0,0|45853|1293833,,
2072661.0,0|45853|1294700,,
2072665.0,0|45880|1294700,,
2068337.0,0|45882|1290045,,
2068689.0,0|45882|1290464,,
2069486.0,0|45882|1293310,,
2071291.0,0|45882|1293871,,
2071292.0,0|45882|1293872,,
2071568.0,0|45882|1294046,,
2071962.0,0|45882|1294228,,
2072104.0,0|45882|1294308,,
2072426.0,0|45882|1294511,,
2072671.0,0|45882|1294702,,
2071767.0,0|45906|1294143,,
2069938.0,0|45962|1293668,,
2071811.0,0|45962|1294158,,
2072667.0,0|45962|1294700,,
2069877.0,0|46042|1293627,,
2071871.0,0|46042|1294183,,
2071649.0,0|46084|1294088,,
2068333.0,0|46088|1290041,,
2071847.0,0|46112|1294160,,
2071849.0,0|46112|1294161,,
2071851.0,0|46112|1294162,,
2071856.0,0|46112|1294163,,
2072451.0,0|46112|1294561,,
2072452.0,0|46112|1294562,,
2072589.0,0|46112|1294654,,
2072591.0,0|46112|1294655,,
2069594.0,0|46148|1293387,,
2068483.0,0|46159|1290189,,
2072770.0,0|46159|1294755,,
2068288.0,0|46202|1289998,,
2069823.0,0|46202|1293537,,
2068665.0,0|46286|1290427,,
2068703.0,0|46286|1290476,,
2069779.0,0|46372|1293507,,
2071525.0,0|46372|1294018,,
2071848.0,0|46375|1294160,,
2071850.0,0|46375|1294161,,
2071852.0,0|46375|1294162,,
2071857.0,0|46375|1294163,,
2071872.0,0|46375|1294184,,
2071952.0,0|46375|1294209,,
2071975.0,0|46375|1294230,,
2072450.0,0|46375|1294561,,
2072453.0,0|46375|1294562,,
2072590.0,0|46375|1294654,,
2072592.0,0|46375|1294655,,
2073192.0,0|46375|1295562,,
2069376.0,0|46425|1291030,,
2069442.0,0|46425|1293279,,
2072664.0,0|46425|1294700,,
2072694.0,0|46425|1294722,,
