goal_id
3078432
3079914
3078251
3078574
1999
3078736
3079352
3079676
3045282
3078834
3079442
3080325
2305353
3078864
3082472
3078706
3080675
3081554
2301251
3078709
3080396
3081777
3081124
3045328
3080898
3077207
3083056
3078713
3078288
3080398
273923
3081348
3080674
3081390
3082107
2339
3080901
3081349
3083428
3083215
3077208
3079097
3080903
3078433
3082108
3080056
3077231
3078439
3078758
3078300
3078584
3079381
3077224
3079915
3080095
3080086
3080899
3078889
3077237
2688019
3079684
3080364
3078924
3077240
3080767
3080955
3077395
3079144
3078813
3081630
3077263
3078331
3081634
3078663
3079168
3079446
3081126
3082560
3081389
3077439
3079391
3079447
3077328
3079735
3079952
3080096
3081814
3077423
3082307
3078964
15769
3078822
3080625
3078532
3083064
3078538
3078336
3080626
3081010
3078543
3080721
3080798
3082546
3081396
3078669
3080729
3079404
3078719
3079579
3080400
3077378
3078722
3078825
3080091
3078726
3080092
3077432
3078365
3080405
3081184
3079903
3077485
3082011
130747
3078550
3078990
3077493
3077644
3083230
3082353
3080636
3078371
3083235
3080049
3077662
3080381
3080755
3079436
3080050
3080501
3077494
3080382
3087
3080380
3080413
3077645
3078566
3078375
3079181
3078691
3080887
3081481
3082638
3079185
3077687
172210
3078692
3079908
3077502
3079237
3080072
3081077
3083103
3077693
3078396
3080094
3081078
3081621
3077975
3079036
3080093
3080395
3080500
3080662
3077509
3083108
3081623
3080502
3081624
3079607
3079601
3080098
3083107
3079621
3077510
3080503
3080103
3077511
3079316
3081514
3083119
3080102
3083268
172214
3081083
3082642
3083123
3080756
3082209
3077976
3082210
3083124
3077512
3080524
3080139
3077694
2702460
3080425
2897530
3082767
3083406
2711078
3080169
2734255
3083138
2503429
2754663
3077522
3082222
3081645
3082221
3081648
23126
3080765
3081649
3081651
3081652
3078831
3077523
3077524
3077695
3077696
3077525
3077526
3077706
3077534
172113
3077710
3077800
3077551
3077547
16752
3077832
3077843
3077560
3077858
6378
3077867
3077586
3077977
3077641
16195
3077877
2743018
2301358
3077979
3078005
3077897
3077990
3078053
3077903
2897533
2555253
2304867
2596937
3077993
2373831
2894501
3077908
2740095
2763458
2834423
3077910
2740099
2772240
2775167
18968
2740100
2825491
2816539
2819536
2822519
2894514
2840405
2840406
3077940
3077945
2861347
3078006
3081521
3078091
3078185
3077970
2487203
8081
2906655
2391972
2861359
3078031
13923
2754664
2900580
2760517
2840399
2894507
2998958
2897532
2318142
2897534
2885455
2989311
2302873
2989319
2897535
2781068
2989407
2989409
2807664
2989446
17069
2989461
2716867
2807665
2716868
2819537
2903618
2825496
2930946
2563583
2716878
3003466
2825497
3003467
3080046
2825498
2946221
2998950
2798769
2998951
2861360
2861361
2946222
2837408
3002023
2798771
2858345
3002024
2992753
2946225
3003468
3032881
2858350
2798772
2825502
2798773
2943158
2798774
2943163
2983113
2940048
11523
2943164
2308849
2940047
2943167
2500728
2983114
2897536
2897537
2781074
2949322
2924866
2903616
2940054
2949315
2307729
2949314
2798767
