goal_id,kristal_id
2299417,3316
2308029,3428
2305327,13847
2376417,2863
2574624,14141
256618,3422
256619,12612
2278806,3117
2285394,13270
226875,3058
150640,3117
116103,2205
126262,2880
145912,2350
140236,3735
147236,2868
81789,3058
63218,2880
37044,2350
30453,2110
88112,3058
82815,3058
189445,3058
23748,2204
32508,2599
266789,4955
273492,3058
226874,3058
203857,2350
215748,2987
3088481,24965
3088579,23216
3088646,20544
3078865,16457
2760521,3321
3081279,17906
2716855,13902
2943166,15204
3078209,15338
2716877,3321
3077230,15338
3085078,17905
3077388,13902
3077495,2205
3077844,3671
2307407,13321
2308266,13468
2571852,2205
2304555,3321
2304705,2205
2622347,13902
2309779,12050
2479077,2205
2563586,2205
107305,2958
3084780,21335
81790,3058
107306,2958
248357,2350
3081778,12490
243431,3698
248202,2350
251986,2880
3087893,24570
3088606,23117
3088610,14652
3088655,14753
3088657,14913
3088674,16457
3088675,16457
3088683,20544
3088780,24965
3078812,12347
3078455,16429
3079732,14164
3077463,16122
2305591,13007
3077464,16122
3086595,12050
3077252,15267
2404959,14388
2992696,14996
2334364,13902
3077581,16174
3079026,16326
3079269,2868
3077386,13857
2308034,13902
3005088,15319
3005089,15319
2580234,14763
3079577,14265
2311213,14000
3080031,16529
2313512,13694
2596952,3626
2312468,14043
2309110,13969
2309108,13847
2311211,13999
2311215,14040
2311221,14005
2311228,14007
2311217,14002
2311219,14004
2311230,14006
2444231,3316
2314333,13647
2314335,12911
2319782,3698
2394580,14433
2446882,14164
191118,2560
243433,3698
258014,8717
2279675,2958
2285955,2350
110629,3460
149289,4530
149287,4529
164698,3318
2280308,2350
88999,2350
89000,2350
189446,3058
191297,6508
191298,6508
3087916,24800
3087917,24800
243434,3698
267473,12911
208058,3773
262135,2560
2279413,13053
3087915,24801
3087918,24800
3087948,24806
3087949,24805
3087981,24835
3088443,25032
3088444,25032
3088445,25032
3088446,13212
3088476,25064
3088483,24965
3088584,25015
3088608,13902
3088611,23216
3088640,16192
3088647,20544
3088663,21335
3088665,23216
3088680,13321
3088684,24769
3088687,24833
3088689,24866
3088690,24899
3088691,24966
3088692,24967
3088693,25006
3088694,25011
3088695,25011
3088697,25015
3088698,25015
3088700,25019
3088701,25032
3088702,25032
3088704,25047
3088705,25047
3088706,15411
3088707,25048
3088708,25064
3081280,17906
2298243,13388
3085080,17905
3086234,22457
3051740,3158
3077183,4328
3077248,15267
3077882,15272
3085677,22399
3078170,3158
3078181,13007
3086405,21764
3079008,16532
3079698,16495
3079701,16532
2306447,3200
2306448,2317
2571844,14702
2571857,3672
2596950,3626
150628,3672
153642,2350
138538,2958
138346,2350
123820,2958
206936,2205
169267,3058
36844,2800
3088589,22457
191122,2560
215747,2987
206937,2205
226110,3058
3086364,23612
181282,3394
221975,3394
225289,2205
225290,2205
194165,3058
205319,2987
226871,3058
226872,3058
275687,2958
182224,2560
244639,2205
253973,2958
273495,3058
2282732,13148
2294907,12911
2284145,2971
3088661,22457
3081276,17906
3080463,13421
2816543,13395
2992571,13007
2300043,3321
3081942,15335
2816551,2988
3084554,22030
2992701,13044
191121,2560
3079682,16257
3077135,16051
3084847,16496
2305318,3101
3079885,3101
3085287,22030
3078007,13007
2801723,15089
2801724,3101
3002029,3626
3078682,15272
3073773,2205
3077249,15267
3077250,15267
3084399,21997
3079586,16529
3053618,14638
3077898,3101
3079157,3626
2314532,13902
2298351,13589
2318126,14228
2318127,13857
2389379,3321
2312687,13771
3087364,20378
2306668,13541
2305325,13616
2642287,3626
271294,12970
271549,12970
189440,3117
204002,3196
200132,2205
2293073,12416
271646,3736
114071,2868
107308,2958
191124,2350
238377,3672
189448,3234
81792,3058
203339,3023
227529,2958
273665,12532
230498,2966
238378,3672
271293,12970
265336,3058
271996,12532
273494,3058
274558,4955
226873,3058
189450,2987
226870,3058
254026,10268
3084232,14969
2278714,3058
2293806,13388
2296736,2988
2294059,13388
3088641,24382
2284143,13239
2297599,13542
3088600,16192
3088602,23117
3088605,20808
3088616,2205
3088620,21335
3088636,22657
3088642,13321
3088664,24382
3088842,10169
3088776,15563
3088839,10169
3088844,15338
3088845,3101
3088846,15338
3088850,3321
3088853,14824
3084231,14969
3086138,3011
3080074,16329
3081452,14753
2278804,3117
3078248,13007
3080164,3626
3078677,16485
3078249,13007
3087322,12613
2757589,12050
3081271,17906
2822508,15111
3087750,24637
3077134,12970
3077246,15267
3077315,16110
3085970,23414
3085968,22655
3086199,12314
3077309,15849
3077390,13902
2313897,12678
2302133,13637
2305209,3321
2308591,2205
2350368,14141
2530633,12613
2533351,12613
2533352,3321
2596955,14753
25738,2205
190482,2609
193670,3626
122693,2987
148382,3698
136953,3700
190026,3058
145911,2350
2279674,2958
157337,2958
182220,2350
25737,2205
76028,2987
189444,3058
275791,3117
269989,2958
81791,3058
88111,3058
99605,3095
107307,2958
2302013,13670
205385,2988
2279327,3101
270020,3117
3088581,13902
200134,2205
272249,2958
252851,12053
2283507,2350
2285175,13278
3088585,22457
3088486,25066
3088591,16192
3088594,16192
3088596,24314
3088598,23117
3088635,22657
3088615,21335
3088619,21335
3088630,23120
3088634,20808
3088652,23216
3088659,14753
3088672,23216
3073775,3626
3073777,3626
3073779,14528
3078939,14983
3079326,16717
2696669,12347
3078676,16485
2885450,15204
3081249,17906
3080589,12381
2315122,14141
2311458,3321
2318774,14204
3054871,3626
2428466,14490
3080032,2868
3078011,2205
3080590,13279
2571851,11688
2613814,3011
2571853,3672
2571856,3672
2571858,3672
2444247,14141
238386,3672
238376,3672
238382,3672
243429,3698
257473,12578
150629,3672
151446,3058
151447,3058
151489,2987
157339,2958
91768,3240
224360,3318
190028,3058
194160,2204
200635,5192
189443,3058
235191,3672
238387,3672
238383,3672
191782,2958
238385,3672
2277778,12053
276748,3024
196707,2350
246156,4955
225944,4955
257472,12534
274559,4955
257592,12533
2291009,2205
266364,4955
2295008,13388
2288362,13239
3088123,15335
3088168,2560
3088165,12970
3088163,12970
3088164,12970
3088193,3117
3088202,3058
3088220,3736
3088241,3101
3088580,22457
3088587,22457
3088604,23117
3088633,22657
3088645,20544
3088649,24382
3088654,23216
3088660,2880
3088670,14243
3081051,16531
3081779,19289
3082149,14753
2278805,3117
3079383,3698
2882441,14983
3083526,16122
3078247,13007
3082277,19982
3082278,19982
2763460,14680
3077389,13902
2574625,14141
2765173,14983
3081780,19290
2867379,15197
2555262,14141
2757592,14141
3086713,23216
3084120,20544
3084285,20544
2302757,13578
3076961,2880
3077251,15267
3077763,6315
2312262,13902
2571854,3672
2312263,14063
2312680,13902
2312681,14063
2443243,7433
2596951,3626
2444246,3626
2613813,3011
2622348,13902
3079699,16532
274560,4955
189442,3058
246157,4955
182221,2350
194169,3058
232874,2350
232907,4955
2282178,3200
3079696,16495
189439,3117
164083,2205
151444,3058
3084314,21967
246048,3117
98464,2204
3077247,15267
189441,3117
266788,4955
190027,3058
253235,2350
238381,3672
250366,3117
258264,3058
265340,3058
265338,3058
272253,12050
273493,3058
232841,3058
235437,2350
2278807,3117
2282640,10169
3088279,16315
3088575,24382
3088576,22457
3088586,22457
3088628,14753
3088597,23117
3088599,23117
3088614,23216
3088617,22721
3088622,21335
3088623,21335
3088624,21335
3088626,10829
3088639,16192
3088643,20544
3088650,20544
3088666,14753
3084308,21964
3084309,21965
3084527,22094
3073913,3117
3073927,3058
3082879,13331
3084311,21966
3084312,21967
3077815,12613
3084313,21967
3084315,21967
3084528,22094
3078884,16450
2404964,2205
3084317,21966
3082545,13007
2825504,15106
3078993,16529
3022537,13515
3073955,12970
3086714,23216
3085089,15338
3073956,12970
3073954,3736
2819515,15106
3073957,12970
2816542,15106
3073973,2560
