transaction_id,goal_id,kristal_id,asset_id
720479,,,1294692
721242,,,1270123
491563,,,1270394
726386,,,1293758
687997,,,1291020
684427,,,1293487
677923,,,1295424
684792,,,1295965
696608,,,1296233
718735,,,1296554
677920,,,1294692
491556,,,1270394
726690,,,1296234
682397,,,1277694
119042,,,1211600
685091,,,1273278
165975,,,1225457
727342,,,1296887
384144,,,1268749
726691,,,1296234
