kristal_id,asset_id
2781,
11727,
11922,
14878,1294244
11921,
11919,
11923,
11924,
11925,
11931,
6308,
6311,
11728,
12248,
9575,
2507,
6638,
21,
9014,
15477,1294841
6087,
6342,
6093,1282141
7331,1281972
9047,
6149,
6151,
9707,
6275,
9542,
2729,
2399,
2313,
3069,
2700,
2475,
2650,
5516,
6903,
6277,
3057,1272134
6836,
2478,
2513,
6902,
6508,
2476,
6969,
7628,
7694,
5055,
11423,
11489,
3063,
10103,1286690
2463,
10070,1286657
15321,
10400,
10466,
2460,
10961,
3494,1276784
5289,
2416,
11291,
2474,
11258,
11060,
11027,
3059,
11657,
2424,
2554,
2487,
2692,
11225,
11293,
11693,
2154,
2693,
3010,
16514,1296204
23022,1298196
14125,1293481
3325,1275316
22921,1298142
16567,1296289
3005,
3151,1273413
3006,
23021,1298195
14435,1293821
1719,
2011,
4463,1280059
5011,1280983
23023,1298197
23025,1298198
15588,1294977
15785,1295144
2151,
2882,1269094
1774,
21236,1297217
1958,176448
16649,1296360
2876,1266152
14455,1293839
3514,1277114
3482,1276731
2701,1263558
3625,1277693
2454,1258357
17612,1296465
16748,1296369
14558,1293940
3314,1275315
16258,1237845
4998,1280967
2852,1266145
16173,36928
14874,1294243
15091,1294433
14848,1293313
24377,1298978
13949,175736
17641,237253
3683,1278283
3111,1273418
16717,1296363
13821,1290911
3207,1274681
23028,1298203
2983,1266184
13794,237120
15119,1294466
16577,1296298
14198,1293562
15094,1294437
13704,1290784
13674,1290738
18498,1296554
2982,1266183
3135,1273575
14133,1293487
14639,1294002
3083,1266205
14651,1294014
13021,1289444
3062,1266200
14890,1294249
3169,1273093
13979,1220815
1788,
3366,1275831
16882,1296385
14920,1294285
23713,1298558
3067,26786
18563,1296562
13174,131735
4231,1279575
14665,1294030
15056,1294409
3157,1273091
13946,1293287
2809,1267774
16528,131907
16498,1296159
13352,1290125
16428,1296083
5088,1280971
13022,1289445
19718,1296860
5014,1280984
13539,1290516
3341,1275711
14146,1293379
5551,1281708
5017,1280985
7070,1283258
14718,1294097
14177,1293540
3662,1278135
3531,1277114
15516,1294876
5615,1281839
23975,1298674
13113,
3150,1273981
3323,1275503
3100,1273265
14571,1293940
15628,1295001
16380,1296005
3469,1276564
12915,1289239
2435,1253101
22523,1297808
2616,1262607
18002,1296508
13193,1289696
13945,1293283
2707,1264371
13901,173694
4537,1275323
2732,1264392
13825,1290915
14615,1293974
16750,1296371
4989,1280953
14251,1293646
2711,1264375
12946,1289334
13340,1290091
13305,1290028
14576,1293946
2768,1266108
3485,1276776
2,
1,
3140,1273085
14812,1294176
12678,1289057
14933,1294297
23980,1298678
3127,1273078
14147,1293498
3410,1275447
14245,1293641
6440,1282631
1382,
4538,1279926
3468,1276563
16026,1295566
12973,
14030,1293374
6803,1283093
14282,1293669
3082,1266204
3126,1273405
3084,1266206
14957,1294289
1961,4555
3095,1273058
18003,1296509
15092,1294434
18530,1296560
13644,1290677
3516,1277115
14308,1293695
3098,1273064
3178,1273096
6082,237000
13226,1289744
3104,1273070
13143,28957
15097,1294438
24546,1299167
16545,225462
10730,1287284
12877,1289239
14309,1293696
25229,1300154
14994,
14603,1293965
3108,1273071
15475,1294839
13843,1290933
14420,1293723
21104,1297170
3615,1277503
3118,1273072
14944,1294307
18630,1296592
3198,1273103
24274,1298894
7072,1283260
14914,1294283
14632,1293961
7498,1283755
3877,1279083
13933,1293259
3202,1273105
23315,1298339
13702,1290782
1964,4063
14943,1294306
15095,1294438
13578,1290574
3532,1277152
21964,1297516
18134,1296520
14268,1293650
5027,1280953
2252,
14149,1293500
14400,1293780
10037,1286591
3605,1277354
4628,1275323
14124,1293480
2608,1262606
13175,26862
3518,1277117
20874,1297120
14173,1293540
14591,1293961
13948,1293292
14378,1293757
12876,1289238
14109,1293459
15076,1294428
16227,1265202
21436,1297272
5287,1281248
21437,1297273
3344,1275553
14172,1293540
14203,1293497
4993,1280953
18039,1296514
8420,1283258
5029,1275447
2942,1266162
19719,1296861
14307,1293576
6048,1282140
14015,
14300,1293684
14620,1293981
3465,1273125
17015,1296392
16430,1296085
22094,1297601
2828,544703
5028,1280983
3466,1273126
3209,1274529
13826,1290916
14142,1293494
2386,107562
4399,1279576
21965,1297519
3188,1274529
14559,1293940
18202,1296491
14364,1293745
10004,1286360
20940,1297136
17244,1296425
4530,1280328
13228,1289746
3257,1273119
21434,1297270
14505,1293888
3688,1277851
19190,1296725
13250,52634
5384,1281347
13173,27692
14156,1293459
4065,1279398
13978,1293334
18629,1296591
13681,1290743
16448,1296112
23612,1298511
5780,1282037
3491,1276774
3361,1275996
13289,1289988
3329,1275553
7298,1283555
15474,1294838
3291,1275233
3264,1273121
3442,1276380
16267,
14888,1294248
14777,1294151
16575,1296296
4229,1279324
6276,
3371,1276003
14871,1294241
15793,1295150
9642,135535
14773,1294147
2990,1266186
1970,4534
14492,
13059,1289535
3380,1276052
13988,1293337
15051,1294404
12281,1288604
14284,1293671
13042,1289465
24570,1299228
13700,1290771
16526,1296231
4988,1280959
12534,1288953
4534,1275323
16781,1296375
14046,1293390
11729,1287878
3393,1275831
3530,1277115
14283,1293670
4465,1280061
24339,1298971
23020,1298194
14039,1293380
3134,1273083
14104,1293456
5122,1281119
23447,1298399
14170,1293538
3474,1276714
12959,1289350
15596,1294981
13072,
25045,1299874
18501,1296555
17607,1296460
3467,1273127
13959,80364
3103,1273068
2795,
15620,1294993
16321,1295950
13950,186274
3256,1274906
13177,1289654
19586,1296836
79,
3078,1272824
2892,1269344
13620,1290628
14649,1294010
1971,225106
2277,4654
13241,1289759
3068,26754
23249,1298318
14955,1294313
3237,1274882
13182,27539
3269,1275072
13991,1293343
16407,1296053
23250,1298319
19355,1296785
19356,1296786
16574,1296295
19883,1296887
14376,1293754
14934,1294298
17310,1296428
13966,91415
14490,1293876
14229,1293621
15850,1295237
22391,1297717
1704,
12489,1288911
15018,25318
22392,1297718
23481,1298436
15482,1294848
15654,1295030
20941,1297137
13283,1289982
2804,1266128
15357,1294721
22358,1297716
11695,1287829
13690,1290761
23579,1298475
14509,1293895
16274,1237845
13307,1290040
3187,1273102
3016,1266192
13720,1290792
15698,1295057
13981,1293290
2772,1266110
18959,1296654
14160,1293523
2726,1264387
17573,1296456
14692,1294065
641,
13952,1298984
13276,1289804
13176,572870
1973,4549
3023,1271378
15495,1294856
24471,1299000
16014,1295555
13217,1289722
20312,1296961
13422,1290281
13256,1289787
14232,1293624
16181,1295767
13291,1289991
24174,1298762
17611,1296464
18333,1296543
2391,107351
12017,1288340
2721,1264383
16319,1295949
13650,1290687
14583,1293388
13653,1290695
2883,1269095
13643,1290676
14574,1293946
3011,1270687
1794,78281
21967,1297522
24276,1298896
8123,1284050
3034,1266195
16881,1296384
4196,1279573
14776,1294150
3136,1273084
3234,1274879
3240,1274890
22491,1297807
3346,1275818
21968,1297523
3460,1276546
13937,1293277
13958,79646
15484,1294850
10798,1287326
12517,115092
17639,1296467
15144,1294493
2799,1266123
13535,1290509
15339,1294696
13709,1290787
15037,1294391
777,
13062,1289538
1478,
24312,1298905
14743,1294114
3603,1277352
15029,1294378
24536,1299157
2712,1264376
5286,1281345
15262,26243
2413,1225458
14640,1294004
13178,27261
20313,1296962
13052,1289506
13968,101265
15881,184625
14686,1294052
16401,1296045
14901,1294267
14863,1294231
1974,5035
2333,1241565
13275,1289803
24540,1299161
18035,1296510
24539,1299160
14389,229218
3231,1273116
14237,1293628
18531,1296561
2976,1266180
2778,1266115
13415,1290270
2385,106917
23613,1298512
20315,1296964
2369,1250054
18037,1296512
12745,1289131
4693,1280478
14668,1294035
2915,1269375
90,
16614,1296342
14157,1293515
13521,1290477
13531,1290505
2884,1266156
13710,1290788
14538,1293926
13984,1253262
13179,1289655
14742,1294113
14740,1294112
2822,1266135
2619,28695
13438,1290328
2848,1266144
14424,1293810
3181,1273099
13941,1293281
15589,1149600
15680,1295039
5008,1280982
17907,1296490
12976,1289407
1975,224906
13654,1290696
13471,1290376
2917,1269352
13414,1290269
13116,1289608
12485,1288908
6314,1282499
23646,1298514
2948,1266166
14386,237594
5096,1281124
2973,1266179
13487,1290402
13489,1290404
14045,1293389
24543,1299164
14098,1293455
5191,1281250
13486,1290405
13824,1290914
13533,1290507
15887,1295163
14013,173860
13492,1290427
13416,1290271
14105,1293457
3147,1273090
20875,1297121
15487,1294853
2741,1264400
13151,1289661
14986,1294346
13147,1289650
13993,1293345
8090,1284017
13051,1289505
13232,1289749
2905,1269345
17278,1296426
13308,1290041
3058,1272135
13520,1290476
2709,1264374
8354,1284281
14988,1294348
3163,1273092
2341,1290126
13327,1290072
16078,1295668
13863,1290965
22129,1297607
2730,1264390
13195,1289697
15276,1294637
13196,1289698
14669,1294036
14230,1293622
3093,1273056
3085,1273054
2977,1266181
2802,1266126
3101,1273278
2978,1266182
13046,1289477
13322,1290063
22792,1296059
13121,1289565
2738,1264397
13188,1229153
3258,1273120
14974,1294335
15912,5026
13882,1291000
13219,1289733
13334,1290084
3096,1273061
6209,1282334
23381,1298340
13237,1289759
13045,1289476
1976,5219
3117,1273420
16437,1296096
13221,1289735
3094,1273057
2739,1264398
2957,1266172
16472,1296130
17706,1296476
2718,1264380
9410,1285106
15349,1294710
13458,1290356
3210,1274686
18926,1296640
14353,
11688,1287813
3665,149207
2607,1233122
2440,5235
15058,1294413
3122,1273076
7364,1283621
13124,1289631
15256,1294615
2895,1269377
14894,1294253
2929,1269342
24545,1299166
2805,1266129
14482,1293867
20378,1295937
6506,1282697
2794,1266119
8321,1284248
13439,1290329
2275,474149
14439,1293833
3071,1266201
15318,1294678
3014,1266191
13495,1290435
14895,1294254
1979,4559
2731,1264391
13834,1290931
2325,
3033,1266196
9806,1285733
2753,1264405
15396,1294754
3049,1271824
13220,1289734
3177,1273095
14523,1293916
3285,3833
13208,1289653
5318,1281377
15343,1294700
2503,
3204,1273107
16581,1296298
2728,1264389
14018,945729
3156,1274012
24306,1298899
15488,1294854
15071,1294422
14210,1293575
2177,1222628
13413,1290268
3301,1275250
2598,1226744
13509,1290446
16241,1295842
13828,1290918
3420,1276239
2348,133907
22923,1298144
3123,1273077
22922,1298143
6313,1282467
3199,1273104
1978,26479
2465,1251952
2613,23606
14922,1294286
3185,1274396
13053,1289508
13833,1290930
14041,1293381
3132,4004
24309,1298902
15483,1294849
12947,1289335
8783,1284677
14103,1145821
2423,4407
15210,1294563
15114,1294463
13009,1289430
1484,
14644,1294007
14478,1293864
4955,1280948
2722,1264384
2668,1263553
2633,5237
24311,1298904
2004,4940
13417,1290272
14436,1293822
14892,1294251
3180,1273098
10763,237117
10235,1286888
2178,1222629
13412,1290267
3679,494283
13446,1290334
15260,1294619
12578,1288982
2748,1264403
14438,1293824
13294,1289994
2877,1266153
2464,1258356
2951,1269662
2717,1264379
13410,1290226
2450,186327
13222,1289736
13543,1290528
12964,1289365
15970,1295524
2340,186257
2647,1263547
15630,1295003
2610,23741
12776,1289165
3097,1273062
3870,1279082
2357,1022798
13467,1290368
2955,1266168
2714,1226040
3211,1273110
16913,135451
3700,1278459
16607,1296335
14533,1293922
14473,1293857
2834,1266139
6575,1282832
3176,1273094
13180,945719
14387,1293769
1980,5224
3182,1273100
2792,1266117
3079,1266203
12533,1288947
12951,1289342
3232,1273117
4691,1280477
12679,1289058
13466,1290367
21830,133972
3932,5228
14794,1294161
2991,1266187
14866,1294236
2763,1266105
2960,1266174
4529,1280327
22788,1298093
3273,1273122
2811,1266132
3377,1148099
2888,1266158
2766,1266106
13348,1290110
16522,1296226
24636,1299284
3966,4318
2745,1264401
14996,1294355
3381,1295736
13479,1290386
24472,1299001
2886,185690
13201,4674
3965,4286
2777,1266114
6341,1282532
3416,26311
14418,1293806
13670,1290714
3278,1275098
12923,1289284
15795,1295152
14201,1293565
14281,130756
14233,1293625
14867,1294237
6316,1282501
3383,966926
2801,1266125
14290,28682
1983,474174
14277,1293668
14273,1293661
3384,4688
2944,1233615
13146,1289648
14645,1294008
14303,1293687
13234,1289754
2686,1264362
13639,1290671
4527,24547
16409,1296060
14197,1293561
14311,1293697
10796,1287319
12968,1289376
15498,1294858
2638,1263544
2796,1266120
16122,1295690
9179,1284974
14691,1294064
2806,1266130
2255,1228493
14689,1294061
3086,1273055
14659,1294027
3382,4868
2771,1266109
17012,1296389
14236,1293627
15478,1294842
13277,1289809
6935,1013206
15207,1294562
14200,1293564
17441,1296444
14274,1293662
14730,1294106
12480,28241
14442,1293837
2758,1266100
14275,1293663
5087,1281113
3385,207736
15472,1294836
15160,1294511
14302,1293686
2359,3955
4658,1280458
4526,4470
15805,1295162
12969,1289392
3401,4043
6310,1282466
15441,1294801
12350,1288737
14989,1294349
2835,1266140
13637,1290669
12970,1289393
14801,1294167
2950,1269339
80,
14250,1293645
16611,27793
13942,1293282
14697,1294076
13532,1290506
15548,1294940
13216,1289721
14698,1294078
15618,1294991
13488,1290403
114,
3400,4150
3224,1273114
13207,4922
13633,1290663
2618,25280
3407,25093
1766,
14264,1293655
3274,1273123
2649,27154
13373,1290159
2673,230610
13455,1290353
3129,1273080
4535,3889
3408,27568
2631,25538
3013,1266190
3418,25299
3419,26999
2622,225098
15151,1294501
14763,1294134
16979,1296387
24638,1299286
2808,1266131
2860,1266147
14163,1293526
15987,1218523
14800,1294166
16049,1295606
13315,1290044
17908,1296490
15285,1294645
13605,1290598
3774,1278743
2644,135780
3426,1264571
13452,1290350
2762,1266102
2945,1266164
4856,1280684
14565,1221706
2890,1266160
2489,4975
13459,1290357
14441,1293836
14772,80465
3429,27421
3607,1277357
2797,1266121
2961,26730
2634,1262612
3090,
7464,1283720
2865,1266151
12182,1288505
3352,1275823
2705,1264369
13730,1290646
6739,1283028
13297,1289999
14158,1293516
14323,1293707
15034,1294383
2614,24638
3261,1274924
25166,1293856
14681,1294041
13379,1290190
2725,1264386
13910,1291038
13992,
13494,1290429
14506,1293893
14014,1290202
2292,1239688
14597,1293963
13977,1293333
13456,1290354
2813,1267572
2599,1260832
14925,1294289
13454,1290352
15005,1294365
3037,1266197
23711,114978
14550,1293936
3505,1277083
13442,1290332
7166,1283390
24308,1298901
3492,1276784
13304,1290027
2953,1266170
2840,1266142
2959,1266173
3227,1274701
2773,1266111
2687,1264363
13537,1290511
15626,1294999
14885,130910
3045,1266198
2677,1264357
14945,1294308
12484,1288902
3170,1274294
5024,1281014
2780,1266116
16562,1296287
14930,26991
2754,1264406
3000,5072
13323,1290064
15107,1294068
2689,1264365
13198,4523
13274,1289802
14631,1293989
4130,1279463
2816,1266133
1987,5160
2825,1266138
3001,1266188
2949,1266167
13123,1289628
2785,1267197
3121,1273075
3119,1273073
13390,1290206
6475,1282665
14780,115508
3137,1273086
1986,176442
2844,1266143
1988,26557
14979,4217
14231,1293623
2652,1263548
14927,133628
1990,5017
15644,1295017
15140,1294489
5026,173344
2696,1264368
14625,1293986
15363,1294729
1998,224846
23844,1298591
16508,1296177
15627,1295000
2000,4462
13464,1290365
16151,1295724
14562,1293941
14678,1209985
7199,1283423
5319,28771
13137,1289644
2965,1269879
5002,1280971
640,
2969,4778
15944,1295491
14727,1294104
16512,1296202
14764,1294135
3012,1266189
3021,1266194
2679,1264359
3074,1266202
16177,23889
12788,1289180
2710,1264373
2972,1266177
2685,1264361
15020,25483
2823,1266136
2388,927891
3138,1273087
5420,1281512
3130,1273081
2985,1266185
2974,1266178
2941,1266161
2708,1264372
15139,1294488
2800,1266124
2706,1264370
13960,1293312
15649,1295022
2767,1266107
2798,1266122
3423,1247121
15026,27478
2002,4193
2409,
3102,1273067
2861,1266148
5582,1287449
3128,1273079
2854,1266146
2757,1266099
3048,1266199
2737,1264396
2733,1264393
16518,1296216
2003,26548
14917,225124
13684,1290733
2375,133876
1991,5019
2408,
2751,
12414,1288802
7463,1283555
2412,
3484,1276775
7496,1283753
1652,
3364,1275997
5648,1281905
4497,1280093
7562,1283819
7466,1283722
7265,1283522
8255,1284182
3659,1278112
15027,28603
2005,225542
1653,
2396,107167
1433,
2383,106656
176,
1461,
1427,
1434,
2407,
2411,
5056,178998
7465,1283721
15200,1294555
2621,
2196,1223971
6772,1283061
7529,1283258
6771,1283060
3449,1276387
15042,1294395
1711,
177,
2395,107006
174,
1482,
1462,
2401,
1790,
1430,
1665,
12781,1289169
3436,1276374
1623,
2099,135710
5102,1280984
14626,28176
3348,1275819
4164,1279497
3628,1277840
3629,1277841
13068,1289559
3337,1275561
6574,1282763
3676,1278280
3508,1277090
3661,1278114
6086,1282202
3335,1274362
3334,1275559
3681,1278280
3770,1278533
6090,1282136
6084,1282136
6044,1282136
13106,1289594
3304,1275315
4536,1275322
5291,1281348
4230,1279574
4262,1279827
4994,1280965
3315,1275447
3637,1277851
5320,1281247
4066,1279399
5288,1281346
6407,1282598
3534,1277154
3648,1277850
3359,1275832
3379,1276051
3470,1276565
3869,1279081
1428,
2249,4043
3663,1278136
3092,4964
3349,1275820
3630,1277842
6770,1282961
2006,26597
7068,1283259
7067,1283258
3694,1278304
6050,1282137
3734,1278473
3697,1277886
3153,1274005
12349,
4400,1280001
9872,
16178,1295761
4462,
4533,
2774,1266112
8189,1284116
16179,1295762
13185,25498
8156,1284083
2402,
1432,
14622,1293983
3463,1276549
4659,1280457
3072,1272658
5583,1280718
15073,3856
6704,1214120
2036,26575
15153,1294503
14956,1294314
15364,1294730
3087,237538
15265,1294624
13734,1290808
2039,207737
25164,1293771
12962,3826
14814,82428
17078,1293689
5584,1280717
13181,27442
16557,212719
16716,263235
13777,263392
13271,1289792
10268,1286921
14542,25036
14260,1293649
2272,474155
14592,1293958
14842,90899
12963,174360
6473,1224
21302,1297234
11655,27973
14493,1293878
13725,25562
12922,1289283
23877,1298630
14638,1293994
15089,1294431
13265,1289784
12347,1288736
14063,1293422
14228,1293620
2878,1269015
14628,1293987
5813,4140
22325,1297715
8750,1284644
11985,1288109
15365,1294731
13281,1289977
14765,1294136
6968,22840
13187,28126
24767,1299395
13729,1169037
8519,470485
5847,1282103
3105,
3432,24255
15465,1294830
8552,1088563
12961,132178
14769,1294141
7959,116259
2123,231040
5879,132494
24768,1299396
2122,133437
13008,179066
6507,1282698
14500,1293884
15333,1294688
2121,231042
2050,26356
15652,1295028
13735,79865
15110,1294459
16718,1286183
17906,1296490
9278,4337
13788,184313
14710,1294088
5881,26935
2445,1257773
2611,23720
13215,27243
11654,1232204
13770,185305
24042,1298728
11936,135353
25171,
16183,1295769
13775,1290829
2262,
15004,1294364
15978,1295526
23977,1298676
2623,470710
15143,1294492
2214,133990
12215,24154
13714,185178
15043,1294396
16004,1295546
3113,135774
3116,135595
2327,
13183,1273615
12250,1288506
13721,1290793
2203,1223969
12249,1215673
2279,3817
14196,1293560
13728,1165582
16129,1295697
12149,135074
14403,1293785
12316,1288643
14882,1294246
13785,25708
3046,1211252
10301,970232
12317,1288644
13152,1289662
14297,1293682
12481,1246137
13784,29172
5978,26264
12491,1288913
2278,26561
13206,4873
12522,4394
2316,116659
24313,1298906
2289,149419
15329,1294684
12530,5243
3422,1276242
9377,1285073
14286,1151890
15014,24166
13774,1290828
13069,1289560
14685,1294051
15156,1294507
2439,26541
15442,1294802
15146,1294495
16427,1296082
7133,1283357
13024,1289446
13769,134520
14256,73928
13191,25994
2350,1247440
3018,1271155
6315,1282500
13018,28617
14618,78568
13773,1290827
2281,225670
1574,
2111,1211600
15443,1294803
13789,186108
9113,29165
15392,1294750
1914,5194
15444,1294804
2999,4908
13779,26861
1916,5161
15393,1294751
14257,73925
15957,1295504
13790,1287374
1918,5230
15266,72011
15361,1294728
13787,1290832
15963,1295510
15394,1294752
1919,5156
2512,5137
13793,1290834
14739,1294111
15852,1295239
1915,5229
15101,1294441
13795,237191
13056,4894
14664,1294029
15059,1294414
16169,1295750
15163,1294513
13786,114036
2326,
15405,1294766
13881,80355
13799,1290835
1923,5233
16225,1295817
3009,27851
13792,1290833
16146,1295716
14821,1294183
13791,185015
14693,1294069
3008,23654
15277,1294637
1926,5032
13797,237113
15269,1294628
14573,1293946
14667,1294033
16315,1295942
13058,1289534
13798,1290432
13818,474166
12941,1171270
15102,1294452
16237,1295835
13224,1289737
14717,1294095
14831,1294193
1929,26512
16307,1295930
16013,1295554
1934,4173
16946,1296386
16186,1295776
15885,1295427
2849,1268432
1935,474175
16515,1296213
13063,5141
13985,1293336
16326,1295954
14790,1294157
15985,1295532
14905,1294271
13737,1290814
3038,1271619
25098,1299833
16176,1295760
2875,28508
16411,1296061
15888,1295429
16549,1296281
16016,1295557
15788,1295146
16239,1295837
20412,1253088
1930,224867
15878,1295423
16149,1295721
20279,207925
15124,1294473
1932,5234
16015,1295556
15120,1294468
13880,82427
16220,1295812
16507,1296176
16185,1295775
14582,1293953
15714,1295073
16394,1296029
15889,1295430
14858,1294227
16378,1296003
2947,241703
16338,1295971
16517,1296215
15274,1294635
16044,1295601
16391,1296021
15789,1295147
15806,1295163
2319,3904
16212,1295804
16395,1296030
13673,1290737
13822,1273618
16168,1295747
13070,1285377
16154,1295726
15116,1294466
14846,1294211
1933,4153
15494,1294855
14575,1293946
13809,1290850
14980,1294340
15186,1294544
13987,1293336
20642,186390
1941,4081
17111,1296407
16124,1295692
15287,1294648
16403,1296047
13803,1290844
14829,1294191
16043,1295600
15784,1295143
16495,1296156
15104,1294454
14359,1293738
15517,1294877
16047,1295604
16511,1296201
3433,25279
14716,1294094
13840,1290937
16543,1296265
15345,1294702
15713,1295072
16493,1296154
17606,1296444
16524,1296228
16494,1296155
13738,1290815
16045,1295602
13065,186349
15040,1294393
16134,1295702
13986,1293336
14366,1293747
16523,1296227
14519,1293911
17047,1296398
15284,1294643
16025,1295565
15807,1295145
3450,1276531
16542,1296264
18136,1296522
13184,1289657
14733,1294109
16132,1295700
16606,1296334
13199,134518
9740,135527
12785,1289177
14643,1294006
16027,1295568
1981,26532
15341,1294697
24382,1298983
14712,1294090
14280,131442
15787,1295145
16213,1295805
16880,1296383
16525,1296229
16441,1296102
2303,26378
3144,28489
14381,1293760
3405,27226
16158,1295733
1969,4964
14793,1294160
14293,253678
16445,1076448
14746,1294118
14795,1294162
25033,1299857
17050,1296401
15783,1295142
12492,1288641
16171,1295752
7431,3839
14291,25261
18695,1296595
1972,5179
13200,4673
14749,1294121
16235,1295833
15251,1294610
3160,1274151
16405,1296052
14295,1293675
10334,133998
13230,1289743
14166,1293528
16128,1295696
12315,1288640
16246,1295855
10499,973387
14802,1294168
13190,160223
15496,1294857
15460,1294824
16532,1296240
16354,1295990
16450,1296114
15792,265149
16529,1296232
3161,228077
13240,1265199
10598,970239
16442,1296103
3415,23833
22787,1297976
3164,1274014
14306,1293694
22029,1297560
13233,26070
22398,1297724
22399,1297725
16541,1296263
25048,1299877
15846,132335
17970,1296498
19784,1296881
12842,1286177
24273,1298893
22030,1297561
15157,1294508
15847,184273
13245,90545
6544,24946
22724,1298056
25132,1300082
20741,1297072
13186,1289658
24998,1299827
24999,1299827
25002,1299830
14778,1294152
12956,175239
25016,1299836
25017,1299836
2318,4206
25018,1299837
25043,1299872
10532,970327
25064,1299890
13249,1289774
25173,1300084
25130,1300080
25174,1300085
15780,1295139
25031,1299836
14289,24348
6970,1282928
14446,25894
14477,1293862
16384,1296009
7832,28794
13247,1287362
24966,1299726
10697,1283885
14459,1293844
2606,5191
25032,1299836
24769,1299397
13238,1289760
25006,1299832
13270,1289786
1912,5239
25007,1299831
16340,1295973
14294,1293674
25034,1299862
13252,1287381
16387,1296012
10565,474147
16388,1296013
14254,73915
25009,1299834
3520,896789
13254,1289777
15990,1295536
15650,1295023
21533,1297301
10800,174363
15387,1294745
17771,184813
13257,1289778
6936,1282863
7826,1283918
16180,1295749
15686,1295045
3685,1227081
15691,1295050
8948,1232589
15982,1295529
15692,1295051
16497,1296158
1924,26545
25170,1289651
13248,1289773
16438,1296097
15983,1294215
14481,133340
15695,1295054
17014,1296391
14458,26329
18992,1296667
15794,1295151
17969,1296477
17672,1296468
15696,1295055
15949,1295496
13255,1289539
11456,28040
21732,1297348
2630,25980
14475,1293861
18203,1296491
20748,1297077
17673,1296469
14546,90366
23943,1298673
11656,1287779
15969,1295517
6837,1275829
16396,1296040
15408,1294769
18233,1296531
25011,1299834
15968,1295516
15407,1294768
16571,1296293
15614,1294987
13258,1289779
11522,230457
16530,1296233
6474,1282664
18301,236743
25047,1299876
20708,1297068
15409,1294770
21535,1297302
11721,474902
17738,1296478
6738,135780
3249,1274899
2632,23645
11935,135642
25165,1294208
7135,1283359
20710,1297070
2617,25234
24439,1298997
24176,1298764
20744,1297075
14593,1265198
15615,1294988
3772,176374
14910,1294278
15412,1294773
3968,1279167
14409,1293795
16503,1296164
14719,1294098
21930,1297482
3183,1274339
14788,133822
12579,1288992
15746,1295105
14463,1293852
15616,1294989
2787,1267198
15278,133735
3424,244032
15413,1294774
15068,4059
2651,25544
22722,1298054
15154,1294504
14845,80352
5004,1280972
14319,28730
2662,24193
2605,4944
15415,1294775
15617,1294990
15552,1294944
15423,1294783
18365,1296547
2358,1221982
7595,135349
2425,
13965,216439
2271,474156
15624,1294997
15553,1294945
14497,215842
13235,1289757
16539,1296261
13975,134243
16492,1296153
14754,1294124
15419,1294779
25167,25280
15555,1294947
14464,1211394
2361,1248901
14445,1240087
15622,1294995
14008,1293360
14511,104805
15421,1294781
14468,1293853
22458,1297805
14451,1276049
16170,1295751
15556,1294948
14019,25773
18466,70754
18500,1223113
23647,1298515
18597,185370
15422,1294782
15557,1294949
2620,1226768
15623,1294996
14563,1293942
14755,1294126
15424,1294784
15425,1294785
14330,111121
23909,1298631
13967,77288
7830,228270
3245,1274896
2629,28693
15558,1294950
14567,258044
14820,1294182
22293,28995
13982,216574
14313,194604
21368,1297236
15634,1295007
15012,26791
2169,133983
15648,1295021
15560,1294952
3684,1226146
14012,115106
3511,1277112
14843,80018
3201,28600
23976,1298675
14827,1294189
15426,1294786
14009,63458
3623,1277691
14317,25691
15681,1295040
14942,1295759
24802,1299562
23152,1203253
3205,1274680
14322,1293701
23978,1298677
24470,1298999
15106,1294456
16474,1296133
16175,1295755
14887,25140
2661,27750
23981,1298679
16504,262673
23982,1298680
13141,25277
15111,1294460
14736,261971
14724,1294101
2683,3838
3519,25188
14016,1293372
14658,1294026
15201,1294556
15551,1294943
16527,1296230
3430,27668
24045,1298731
2674,588812
24206,1298818
15697,1295056
15571,1294963
3214,4432
2845,1253088
16236,1295834
96,
23283,1298321
16480,1296140
15810,1295166
14020,29140
16473,1296132
15093,1294436
14329,264628
16240,1295838
14959,1294316
12957,4060
15592,184860
14683,1294046
15195,1294551
14032,5192
16193,184489
24378,1298979
15570,1294962
15197,1294553
14521,1293913
15572,1294964
107,
14017,28432
15431,1294791
18894,1295524
15573,1294965
15400,1294761
15432,1294792
1936,4166
14036,4258
21834,1297477
13980,1293329
15574,1294966
14786,1207476
20049,1296923
14607,78444
14025,184971
24173,1298761
15437,1294797
2360,133527
14508,72370
15418,1294778
13685,1290753
14960,1294288
14102,264344
14532,90985
15433,1294793
18961,1267040
15428,1294788
657,
16496,1296157
14657,134323
15575,1294967
13848,1290945
15152,1294502
14243,1293638
14488,1293874
19157,1296724
14167,1228772
24177,1298765
15322,1294679
3475,26971
15485,1294851
24571,1299229
2866,1204823
7596,135333
14726,1294103
12216,1288538
22260,1297683
14466,24915
15348,1294709
11986,1288274
16558,24449
20316,1296965
12483,4216
15145,1294494
15204,1294559
19421,1296803
16559,85524
16245,23790
14209,1293572
15196,1294552
14695,36932
16565,77013
14498,78765
2829,225208
23480,1298435
15335,1294692
16551,36197
14217,1293557
21467,1297277
12523,966928
15438,1294798
2769,4843
14741,1186129
2831,1205848
16564,77658
13043,133828
14529,1289755
24899,1299659
7828,132539
23482,1298437
13403,1290225
16563,62611
22394,1297720
19652,1296858
